,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,W,homeTeam,awayTeam,teamPoss,dist2goal,awayScore,homeScore
119,4,3,10:51,1551,1,10,AZ,33,"Rush by Cue (C), J. for 16 yds. Tackle by Hilliard (R), R..",6376,25,2,SJS,AZ,AZ,67,9,13
120,4,3,10:06,1506,1,10,AZ,49,"Pass by Cue (C), J., complete to Keppler, Z. for 8 yds. Tackle by Brackenridge, T..",6376,25,2,SJS,AZ,AZ,51,9,13
121,4,3,9:06,1446,2,2,SJS,42,"Pass by Cue (C), J., complete to Raimon (R), T. for 7 yds. Tackle by PickSix, H..",6376,25,2,SJS,AZ,AZ,42,9,13
122,4,3,8:28,1408,1,10,SJS,35,"Rush by Cue (C), J. for 9 yds. Tackle by Brackenridge, T..",6376,25,2,SJS,AZ,AZ,35,9,13
123,4,3,7:49,1369,2,6,SJS,31,"Outlaws Penalty on Unk, J.: Delay of Game.",6376,25,2,SJS,AZ,AZ,31,9,13
124,4,3,7:49,1369,2,6,SJS,31,"Cue (C), J. SACKED by Brendan Lanier - SS for -6 yds.",6376,25,2,SJS,AZ,AZ,31,9,13
125,4,3,7:05,1325,3,12,SJS,37,"Pass by Cue (C), J. to Donut, S. falls incomplete.",6376,25,2,SJS,AZ,AZ,37,9,13
126,6,3,7:00,1320,4,12,SJS,37,"Punt by Jay-Jaymison, J. of 37 yards. Touchback.",6376,25,2,SJS,AZ,AZ,37,9,13
127,6,3,6:55,1315,1,10,SJS,20,"Rush by Lackson, J. for 5 yds. Tackle by Wilf (C), G..",6376,25,2,SJS,AZ,SJS,80,9,13
128,6,3,6:29,1289,2,5,SJS,25,"Rush by Cardrissian, R. for 4 yds. Tackle by Wilf (C), G..",6376,25,2,SJS,AZ,SJS,75,9,13
129,6,3,6:07,1267,3,1,SJS,29,"Rush by Lackson, J. for 4 yds. Tackle by Wilf (C), G..",6376,25,2,SJS,AZ,SJS,71,9,13
130,6,3,5:36,1236,1,10,SJS,33,"Rush by Lackson, J. for 6 yds. Tackle by Wilf (C), G..",6376,25,2,SJS,AZ,SJS,67,9,13
131,6,3,5:15,1215,2,4,SJS,39,"Jack, M. SACKED by Stanislaw Koniecpolski - LB for -6 yds.",6376,25,2,SJS,AZ,SJS,61,9,13
132,6,3,4:49,1189,3,10,SJS,33,"Pass by Jack, M., complete to George, D. for 11 yds. Tackle by Jadakiss, D..",6376,25,2,SJS,AZ,SJS,67,9,13
133,6,3,4:22,1162,1,10,SJS,44,"Pass by Jack, M., to Hood, T.. INTERCEPTION by Kehla, Z. at the AZ - 46 yard line and returned for 5 yards.",6376,25,2,SJS,AZ,SJS,56,9,13
134,4,3,3:56,1136,1,10,SJS,49,"Pass by Cue (C), J., complete to Donut, S. for 42 yds. Tackle by Vaughne (R), R..",6376,25,2,SJS,AZ,AZ,49,9,13
135,4,3,2:41,1061,1,7,SJS,7,"Pass by Cue (C), J. to Passmann, T. is incomplete. Broken up by PickSix, H..",6376,25,2,SJS,AZ,AZ,7,9,13
136,4,3,2:34,1054,2,7,SJS,7,"Pass by Cue (C), J. to Evans, H. falls incomplete.",6376,25,2,SJS,AZ,AZ,7,9,13
137,4,3,2:30,1050,3,7,SJS,7,"Pass by Cue (C), J. to Evans, H. falls incomplete.",6376,25,2,SJS,AZ,AZ,7,9,13
138,4,3,2:23,1043,4,7,SJS,7,"24 yard FG by Jay-Jaymison, J. is good.",6376,25,2,SJS,AZ,AZ,7,12,13
139,4,3,2:23,1043,,,AZ,30,"Jay-Jaymison, J. kicks off.",6376,25,2,SJS,AZ,AZ,70,12,13
140,6,3,2:23,1043,,,,,The kick sails into the endzone.,6376,25,2,SJS,AZ,SJS,,12,13
141,6,3,2:23,1043,,,,,"PickSix, H. takes it out of the endzone!",6376,25,2,SJS,AZ,SJS,,12,13
142,6,3,2:23,1043,,,,,"PickSix, H. takes it down the middle.",6376,25,2,SJS,AZ,SJS,,12,13
143,6,3,2:23,1043,,,,,"PickSix, H. is finally brought down. A 38 yard return.",6376,25,2,SJS,AZ,SJS,,12,13
144,6,3,2:14,1034,1,10,SJS,38,"Rush by Lackson, J. for 3 yds. Tackle by Koniecpolski, S..",6376,25,2,SJS,AZ,SJS,62,12,13
145,6,3,1:47,1007,2,7,SJS,41,"Jack, M. SACKED by Shane Masters - DT for -6 yds.",6376,25,2,SJS,AZ,SJS,59,12,13
146,6,3,1:15,975,3,13,SJS,35,"Pass by Jack, M. to Cardrissian, R. is incomplete. Broken up by Wilf (C), G..",6376,25,2,SJS,AZ,SJS,65,12,13
147,4,3,1:12,972,4,13,SJS,35,"Punt by McDairmid, M. of 64 yards. Touchback.",6376,25,2,SJS,AZ,SJS,65,12,13
148,4,3,1:07,967,1,10,AZ,20,"Pass by Cue (C), J., to Thorbjornsson (R), G.. INTERCEPTION by Hilliard (R), R. at the AZ - 25 yard line and returned for 25 yards.",6376,25,2,SJS,AZ,AZ,80,12,13
149,6,3,0:51,951,,,,,TOUCHDOWN! (McDairmid kick good),6376,25,2,SJS,AZ,SJS,,12,20
150,6,3,0:51,951,,,SJS,30,"McDairmid, M. kicks off.",6376,25,2,SJS,AZ,SJS,70,12,20
151,4,3,0:51,951,,,,,The kick sails into the endzone.,6376,25,2,SJS,AZ,AZ,,12,20
152,4,3,0:51,951,,,,,"Scarlett, D. takes it out of the endzone!",6376,25,2,SJS,AZ,AZ,,12,20
153,4,3,0:51,951,,,AZ,29,"Kickoff of 83 yards. Returned by Scarlett, D. for 29 yards.",6376,25,2,SJS,AZ,AZ,71,12,20
154,4,3,0:41,941,1,10,AZ,29,"Rush by Keppler, Z. for 6 yds. Tackle by Fisher, G..",6376,25,2,SJS,AZ,AZ,71,12,20
155,4,3,0:13,913,2,4,AZ,35,"Pass by Cue (C), J., complete to Raimon (R), T. for 9 yds. Tackle by Fisher, G..",6376,25,2,SJS,AZ,AZ,65,12,20
156,4,4,15:00,900,1,10,AZ,44,"Cue (C), J. SACKED by Tyron Brackenridge - LB for -7 yds.",6376,25,2,SJS,AZ,AZ,56,12,20
157,4,4,14:24,864,2,17,AZ,37,"Rush by Cue (C), J. for 0 yds. Tackle by Allen, O..",6376,25,2,SJS,AZ,AZ,63,12,20
158,4,4,13:44,824,3,17,AZ,37,"Pass by Cue (C), J. to Raimon (R), T. is incomplete. Broken up by Lanier, B..",6376,25,2,SJS,AZ,AZ,63,12,20
159,6,4,13:40,820,4,17,AZ,37,"Punt by Jay-Jaymison, J. of 47 yards. No return.",6376,25,2,SJS,AZ,AZ,63,12,20
160,6,4,13:32,812,1,10,SJS,15,"Rush by Cardrissian, R. for 7 yds. Tackle by Koniecpolski, S..",6376,25,2,SJS,AZ,SJS,85,12,20
161,6,4,12:58,778,2,3,SJS,22,"Pass by Jack, M., complete to Cardrissian, R. for 19 yds. Tackle by Scarlett, D..",6376,25,2,SJS,AZ,SJS,78,12,20
162,6,4,11:59,719,1,10,SJS,41,"Pass by Jack, M., complete to Thomas-Fox, D. for 9 yds. Tackle by Kehla, Z..",6376,25,2,SJS,AZ,SJS,59,12,20
163,6,4,11:18,678,2,1,AZ,49,"Rush by Lackson, J. for 4 yds. Tackle by Ryeu, S..",6376,25,2,SJS,AZ,SJS,49,12,20
164,6,4,11:00,660,1,10,AZ,45,"Rush by Lackson, J. for 9 yds. Tackle by Koniecpolski, S..",6376,25,2,SJS,AZ,SJS,45,12,20
165,6,4,10:24,624,2,1,AZ,36,"Rush by Cardrissian, R. for 6 yds. Tackle by Koniecpolski, S..",6376,25,2,SJS,AZ,SJS,36,12,20
166,6,4,9:59,599,1,10,AZ,30,"Pass by Jack, M., complete to Swift, N. for 5 yds. Tackle by Jadakiss, D..",6376,25,2,SJS,AZ,SJS,30,12,20
167,6,4,9:21,561,2,5,AZ,25,"Rush by Lackson, J. for 3 yds. Tackle by Quin, A..",6376,25,2,SJS,AZ,SJS,25,12,20
168,6,4,8:46,526,3,2,AZ,22,"Pass by Jack, M., complete to Thomas-Fox, D. for 8 yds. Tackle by Wilf (C), G..",6376,25,2,SJS,AZ,SJS,22,12,20
169,6,4,8:03,483,1,10,AZ,14,"Rush by Lackson, J. for a short gain. Tackle by Miller, P..",6376,25,2,SJS,AZ,SJS,14,12,20
170,6,4,7:50,470,2,10,AZ,14,"Rush by Lackson, J. for 2 yds. Tackle by Ryeu, S..",6376,25,2,SJS,AZ,SJS,14,12,20
171,6,4,7:38,458,3,8,AZ,12,"Pass by Jack, M., complete to Cardrissian, R. for 8 yds. Tackle by Kehla, Z..",6376,25,2,SJS,AZ,SJS,12,12,20
172,6,4,6:57,417,1,4,AZ,4,Rush by Jamar Lackson for 4 yds.,6376,25,2,SJS,AZ,SJS,4,12,20
173,6,4,6:41,401,,,,,TOUCHDOWN! (McDairmid kick good),6376,25,2,SJS,AZ,SJS,,12,27
174,6,4,6:41,401,,,SJS,30,"McDairmid, M. kicks off.",6376,25,2,SJS,AZ,SJS,70,12,27
175,4,4,6:41,401,,,AZ,14,"Kickoff of 62 yards. Returned by Scarlett, D. for 6 yards.",6376,25,2,SJS,AZ,AZ,86,12,27
176,4,4,6:38,398,1,10,AZ,14,"Rush by Cue (C), J. for 15 yds. Tackle by Hilliard (R), R..",6376,25,2,SJS,AZ,AZ,86,12,27
177,4,4,5:41,341,1,10,AZ,29,"Rush by Thorbjornsson (R), G. for 2 yds. Tackle by Cloudera, Y..",6376,25,2,SJS,AZ,AZ,71,12,27
178,4,4,5:14,314,2,8,AZ,31,"Pass by Cue (C), J., complete to Raimon (R), T. for 18 yds. Tackle by Hilliard (R), R..",6376,25,2,SJS,AZ,AZ,69,12,27
179,4,4,4:15,255,1,10,AZ,49,"Pass by Cue (C), J., complete to Passmann, T. for 51 yds.",6376,25,2,SJS,AZ,AZ,51,12,27
180,4,4,2:58,178,,,,,TOUCHDOWN! (Jay-Jaymison kick good),6376,25,2,SJS,AZ,AZ,,19,27
181,4,4,2:58,178,,,AZ,30,"Jay-Jaymison, J. kicks off.",6376,25,2,SJS,AZ,AZ,70,19,27
182,6,4,2:58,178,,,,,"Thomas-Fox, D. takes it down the right side.",6376,25,2,SJS,AZ,SJS,,19,27
183,6,4,2:58,178,,,,,"Thomas-Fox, D. cuts across the field.",6376,25,2,SJS,AZ,SJS,,19,27
184,6,4,2:58,178,,,,,A 42 yard return.,6376,25,2,SJS,AZ,SJS,,19,27
185,6,4,2:48,168,1,10,SJS,44,"Pass by Jack, M. to Thomas-Fox, D. is incomplete. Broken up by Scarlett, D..",6376,25,2,SJS,AZ,SJS,56,19,27
186,6,4,2:44,164,2,10,SJS,44,"Pass by Jack, M., complete to George, D. for 5 yds. Tackle by Jadakiss, D..",6376,25,2,SJS,AZ,SJS,56,19,27
187,6,4,2:13,133,3,5,SJS,49,"Rush by Lackson, J. for a short gain. Tackle by Miller, P..",6376,25,2,SJS,AZ,SJS,51,19,27
188,4,4,1:51,111,4,5,SJS,49,"Punt by McDairmid, M. of 51 yards. Touchback.",6376,25,2,SJS,AZ,SJS,51,19,27
189,4,4,1:46,106,1,10,AZ,20,"Pass by Cue (C), J. to Donut, S. falls incomplete.",6376,25,2,SJS,AZ,AZ,80,19,27
190,4,4,1:40,100,2,10,AZ,20,"Pass by Cue (C), J. to Raccoon (R), R. falls incomplete.",6376,25,2,SJS,AZ,AZ,80,19,27
191,4,4,1:36,96,3,10,AZ,20,"Pass by Cue (C), J., complete to Raimon (R), T. for 8 yds. Tackle by PickSix, H..",6376,25,2,SJS,AZ,AZ,80,19,27
192,4,4,1:36,96,4,2,AZ,28,Arizona Outlaws : Timeout,6376,25,2,SJS,AZ,AZ,72,19,27
193,4,4,1:16,76,4,2,AZ,28,"Cue (C), J. SACKED by Lawrence Bass - DE for -10 yds.",6376,25,2,SJS,AZ,AZ,72,19,27
194,4,4,1:16,76,4,12,AZ,18,Turnover on downs.,6376,25,2,SJS,AZ,AZ,82,19,27
195,6,4,0:58,58,1,10,AZ,18,"Rush by Cardrissian, R. for 0 yds. Tackle by Masters, S..",6376,25,2,SJS,AZ,SJS,18,19,27
196,6,4,0:35,35,2,10,AZ,18,"Rush by Cardrissian, R. for 0 yds. Tackle by Ryeu, S..",6376,25,2,SJS,AZ,SJS,18,19,27
197,6,4,0:08,8,3,10,AZ,18,"Rush by Lackson, J. for 1 yds. Tackle by Masters, S..",6376,25,2,SJS,AZ,SJS,18,19,27
0,14,1,15:00,3600,,,NY,30,"Smalls, D. kicks off.",6377,25,2,NY,OCO,NY,70,0,0
1,5,1,15:00,3600,,,OCO,30,"Kickoff of 67 yards. Returned by Abernathy, K. for 27 yards.",6377,25,2,NY,OCO,OCO,70,0,0
2,5,1,14:51,3591,1,10,OCO,30,"Ramza (R), S. SACKED by Bubba Thumper (C) - DT for -6 yds.",6377,25,2,NY,OCO,OCO,70,0,0
3,5,1,14:15,3555,2,16,OCO,24,"Rush by Ramza (R), S. for 4 yds. Tackle by Roberts (R), B..",6377,25,2,NY,OCO,OCO,76,0,0
4,5,1,13:54,3534,3,12,OCO,28,"Ramza (R), S. SACKED by Steco Ocewilder - DE for -10 yds.",6377,25,2,NY,OCO,OCO,72,0,0
5,14,1,13:22,3502,4,22,OCO,18,"Punt by Dasistwirklichseinnachname, A. of 65 yards. No return.",6377,25,2,NY,OCO,OCO,82,0,0
6,14,1,13:15,3495,1,10,NY,17,"Rush by Owens, A. for 4 yds. Tackle by Biggums, T..",6377,25,2,NY,OCO,NY,83,0,0
7,14,1,12:56,3476,2,6,NY,21,"Pass by Howitzer (R) (C), S., complete to Fank (R), H. for 5 yds. Tackle by Biggums, T..",6377,25,2,NY,OCO,NY,79,0,0
8,14,1,12:19,3439,3,1,NY,26,"Rush by Bawlls, B. for 2 yds. Tackle by Jones (C), D..",6377,25,2,NY,OCO,NY,74,0,0
9,14,1,12:05,3425,1,10,NY,28,"Rush by Owens, A. for 2 yds. Tackle by Jones (C), D..",6377,25,2,NY,OCO,NY,72,0,0
10,14,1,11:43,3403,2,8,NY,30,"Rush by Bawlls, B. for a short gain. Tackle by Wheezer, C..",6377,25,2,NY,OCO,NY,70,0,0
11,14,1,11:19,3379,3,8,NY,30,"Pass by Howitzer (R) (C), S., complete to Kingston, J. for 37 yds. Tackle by Abernathy, K..",6377,25,2,NY,OCO,NY,70,0,0
12,14,1,10:12,3312,1,10,OCO,33,"Rush by Owens, A. for 3 yds. Tackle by Biggums, T..",6377,25,2,NY,OCO,NY,33,0,0
13,14,1,9:43,3283,2,7,OCO,30,"Pass by Howitzer (R) (C), S., complete to Kingston, J. for 30 yds.",6377,25,2,NY,OCO,NY,30,0,0
14,14,1,8:56,3236,,,,,TOUCHDOWN! (Smalls kick good),6377,25,2,NY,OCO,NY,,0,7
15,14,1,8:56,3236,,,NY,30,"Smalls, D. kicks off.",6377,25,2,NY,OCO,NY,70,0,7
16,5,1,8:56,3236,,,,,The kick sails into the endzone.,6377,25,2,NY,OCO,OCO,,0,7
17,5,1,8:56,3236,,,,,"Abernathy, K. takes it out of the endzone!",6377,25,2,NY,OCO,OCO,,0,7
18,5,1,8:56,3236,,,,,"Abernathy, K. takes it down the left side.",6377,25,2,NY,OCO,OCO,,0,7
19,5,1,8:56,3236,,,,,"Abernathy, K. has blockers in front of him.",6377,25,2,NY,OCO,OCO,,0,7
20,5,1,8:56,3236,,,,,A 42 yard return.,6377,25,2,NY,OCO,OCO,,0,7
21,5,1,8:46,3226,1,10,OCO,42,"Rush by Nakamura (C), T. for 0 yds. Tackle by Thumper (C), B..",6377,25,2,NY,OCO,OCO,58,0,7
22,5,1,8:37,3217,2,10,OCO,42,"Pass by Ramza (R), S., complete to Trunks, F. for 36 yds. Tackle by Winchester (R), H..",6377,25,2,NY,OCO,OCO,58,0,7
23,5,1,7:43,3163,1,10,NY,21,"Pass by Ramza (R), S., complete to Nakamura (C), T. for 6 yds. Tackle by Winchester (R), H..",6377,25,2,NY,OCO,OCO,21,0,7
24,5,1,7:09,3129,2,9,NY,20,"Otters Penalty on Despacito Jr., G.: Illegal Motion.",6377,25,2,NY,OCO,OCO,20,0,7
25,5,1,7:09,3129,2,9,NY,20,"Pass by Ramza (R), S., complete to Despacito Jr., G. for 4 yds. Tackle by QuakStak (R), D..",6377,25,2,NY,OCO,OCO,20,0,7
26,5,1,6:33,3093,3,5,NY,16,"Pass by Ramza (R), S. to Holloway (R), O. is incomplete. Broken up by McGullager (R), T..",6377,25,2,NY,OCO,OCO,16,0,7
27,5,1,6:28,3088,4,5,NY,16,"33 yard FG by Dasistwirklichseinnachname, A. is good.",6377,25,2,NY,OCO,OCO,16,3,7
28,5,1,6:28,3088,,,OCO,30,"Dasistwirklichseinnachname, A. kicks off.",6377,25,2,NY,OCO,OCO,70,3,7
29,14,1,6:28,3088,,,NY,33,"Kickoff of 67 yards. Returned by Kingston, J. for 30 yards.",6377,25,2,NY,OCO,NY,67,3,7
30,14,1,6:20,3080,1,10,NY,33,"Rush by Owens, A. for 7 yds. Tackle by Biggums, T..",6377,25,2,NY,OCO,NY,67,3,7
31,14,1,6:01,3061,1,10,NY,50,"Otters Penalty on Boucher, B.: Tripping.",6377,25,2,NY,OCO,NY,50,3,7
32,14,1,5:53,3053,1,10,NY,50,"Rush by Bawlls, B. for 8 yds. Tackle by Joestar, J..",6377,25,2,NY,OCO,NY,50,3,7
33,14,1,5:24,3024,2,2,OCO,42,"Rush by Owens, A. for 5 yds. Tackle by Joestar, J..",6377,25,2,NY,OCO,NY,42,3,7
34,14,1,5:04,3004,1,10,OCO,37,"Rush by Owens, A. for 3 yds. Tackle by Jones (C), D..",6377,25,2,NY,OCO,NY,37,3,7
35,14,1,4:36,2976,2,7,OCO,34,"Pass by Howitzer (R) (C), S., complete to Fank (R), H. for 20 yds. Tackle by Beerus, L..",6377,25,2,NY,OCO,NY,34,3,7
36,14,1,3:50,2930,1,10,OCO,14,"Pass by Howitzer (R) (C), S., complete to Owens, A. for 6 yds. Tackle by Bob, B..",6377,25,2,NY,OCO,NY,14,3,7
37,14,1,3:14,2894,2,4,OCO,8,"Pass by Howitzer (R) (C), S., complete to McDavid, L. for 4 yds. Tackle by Jones (C), D..",6377,25,2,NY,OCO,NY,8,3,7
38,14,1,2:29,2849,1,4,OCO,4,Rush by Buster Bawlls for 4 yds.,6377,25,2,NY,OCO,NY,4,3,7
39,14,1,2:20,2840,,,,,TOUCHDOWN! (Smalls kick good),6377,25,2,NY,OCO,NY,,3,14
40,14,1,2:20,2840,,,NY,30,"Smalls, D. kicks off.",6377,25,2,NY,OCO,NY,70,3,14
41,5,1,2:20,2840,,,,,The kick sails into the endzone.,6377,25,2,NY,OCO,OCO,,3,14
42,5,1,2:20,2840,,,,,"Abernathy, K. takes it out of the endzone!",6377,25,2,NY,OCO,OCO,,3,14
43,5,1,2:20,2840,,,,,"Abernathy, K. takes it down the middle.",6377,25,2,NY,OCO,OCO,,3,14
44,5,1,2:20,2840,,,,,"Abernathy, K. cuts across the field.",6377,25,2,NY,OCO,OCO,,3,14
45,5,1,2:20,2840,,,,,It's a footrace!,6377,25,2,NY,OCO,OCO,,3,14
46,5,1,2:20,2840,,,,,A 96 yard return.,6377,25,2,NY,OCO,OCO,,3,14
47,5,1,2:05,2825,1,3,NY,3,"Rush by McZeal, K. for 3 yds. Tackle by Ocewilder, S..",6377,25,2,NY,OCO,OCO,3,3,14
48,5,1,1:50,2810,2,1,NY,1,Rush by Tatsu Nakamura (C) for 1 yds.,6377,25,2,NY,OCO,OCO,1,3,14
49,5,1,1:38,2798,,,,,TOUCHDOWN! (Dasistwirklichseinnachname kick good),6377,25,2,NY,OCO,OCO,,10,14
50,5,1,1:38,2798,,,OCO,30,"Dasistwirklichseinnachname, A. kicks off.",6377,25,2,NY,OCO,OCO,70,10,14
51,14,1,1:38,2798,,,NY,11,"Kickoff of 66 yards. Returned by Kingston, J. for 7 yards.",6377,25,2,NY,OCO,NY,89,10,14
52,14,1,1:31,2791,1,10,NY,11,"Rush by Owens, A. for 7 yds. Tackle by Vegeta, P..",6377,25,2,NY,OCO,NY,89,10,14
53,14,1,0:55,2755,2,3,NY,18,"Pass by Howitzer (R) (C), S. to Snyder (R), S. falls incomplete.",6377,25,2,NY,OCO,NY,82,10,14
54,14,1,0:52,2752,3,3,NY,18,"Rush by Owens, A. for 2 yds. Tackle by Vegeta, P..",6377,25,2,NY,OCO,NY,82,10,14
55,5,1,0:27,2727,4,1,NY,20,"Punt by Smalls, D. of 39 yards. No return.",6377,25,2,NY,OCO,NY,80,10,14
56,5,1,0:18,2718,1,10,OCO,41,"Pass by Ramza (R), S. to Nakamura (C), T. is incomplete. Broken up by Banks, J..",6377,25,2,NY,OCO,OCO,59,10,14
57,5,1,0:11,2711,2,10,OCO,41,"Pass by Ramza (R), S., complete to Phillips, J. for 6 yds. Tackle by QuakStak (R), D..",6377,25,2,NY,OCO,OCO,59,10,14
58,5,2,15:00,2700,3,4,OCO,47,"Rush by Nakamura (C), T. for 6 yds. Tackle by Banks, J..",6377,25,2,NY,OCO,OCO,53,10,14
59,5,2,14:35,2675,1,10,NY,47,"Rush by Nakamura (C), T. for 3 yds. Tackle by Winchester (R), H..",6377,25,2,NY,OCO,OCO,47,10,14
60,5,2,14:19,2659,2,2,NY,39,"Silverbacks Penalty on Ocewilder, S.: Too many men on the field.",6377,25,2,NY,OCO,OCO,39,10,14
61,5,2,14:19,2659,2,12,NY,49,"Otters Penalty on Iridian, G.: Illegal block below the waist.",6377,25,2,NY,OCO,OCO,49,10,14
62,5,2,14:07,2647,2,12,NY,49,"Ramza (R), S. SACKED by Jack Banks - LB for -6 yds.",6377,25,2,NY,OCO,OCO,49,10,14
63,5,2,13:38,2618,3,18,OCO,45,"Pass by Ramza (R), S. to Holloway (R), O. falls incomplete.",6377,25,2,NY,OCO,OCO,55,10,14
64,14,2,13:35,2615,4,18,OCO,45,"Punt by Dasistwirklichseinnachname, A. of 55 yards. Touchback.",6377,25,2,NY,OCO,OCO,55,10,14
65,14,2,13:32,2612,1,10,NY,20,"Howitzer (R) (C), S. SACKED by Rapid Eagle - DT for -6 yds.",6377,25,2,NY,OCO,NY,80,10,14
66,14,2,13:04,2584,2,16,NY,14,"Pass by Howitzer (R) (C), S., complete to Owens, A. for 5 yds. Tackle by Jones (C), D..",6377,25,2,NY,OCO,NY,86,10,14
67,14,2,12:19,2539,3,11,NY,19,"Pass by Howitzer (R) (C), S. to Kingston, J. falls incomplete.",6377,25,2,NY,OCO,NY,81,10,14
68,5,2,12:12,2532,4,11,NY,19,"Punt by Smalls, D. of 48 yards.",6377,25,2,NY,OCO,NY,81,10,14
69,5,2,12:12,2532,,,,,"Returned by Beerus, L. for 19 yards.",6377,25,2,NY,OCO,OCO,,10,14
70,5,2,11:59,2519,1,10,NY,48,"Pass by Ramza (R), S., complete to Trunks, F. for 34 yds. Tackle by Kirkby, T..",6377,25,2,NY,OCO,OCO,48,10,14
71,5,2,10:59,2459,1,10,NY,14,"Pass by Ramza (R), S. to Phillips, J. was dropped! Incomplete.",6377,25,2,NY,OCO,OCO,14,10,14
72,5,2,10:55,2455,2,10,NY,14,"Rush by Nakamura (C), T. for 3 yds. Tackle by Kearse, J..",6377,25,2,NY,OCO,OCO,14,10,14
73,5,2,10:43,2443,3,7,NY,11,"Pass by Ramza (R), S., complete to Trunks, F. for 11 yds.",6377,25,2,NY,OCO,OCO,11,10,14
74,5,2,10:14,2414,,,,,TOUCHDOWN! (Dasistwirklichseinnachname kick good),6377,25,2,NY,OCO,OCO,,17,14
75,5,2,10:14,2414,,,OCO,30,"Dasistwirklichseinnachname, A. kicks off.",6377,25,2,NY,OCO,OCO,70,17,14
76,14,2,10:14,2414,,,,,"Kingston, J. takes it down the left side.",6377,25,2,NY,OCO,NY,,17,14
77,14,2,10:14,2414,,,,,"Kingston, J. is finally brought down. A 39 yard return.",6377,25,2,NY,OCO,NY,,17,14
78,14,2,10:09,2409,1,10,NY,47,"Rush by Howitzer (R) (C), S. for 1 yds. Tackle by Wheezer, C..",6377,25,2,NY,OCO,NY,53,17,14
79,14,2,9:44,2384,2,9,NY,48,"Rush by Owens, A. for 2 yds. Tackle by Eagle, R..",6377,25,2,NY,OCO,NY,52,17,14
80,14,2,9:22,2362,3,7,NY,50,"Pass by Howitzer (R) (C), S. to McDavid, L. falls incomplete.",6377,25,2,NY,OCO,NY,50,17,14
81,5,2,9:17,2357,4,7,NY,50,"Punt by Smalls, D. of 39 yards.",6377,25,2,NY,OCO,NY,50,17,14
82,5,2,9:17,2357,,,,,"Returned by Beerus, L. for 4 yards.",6377,25,2,NY,OCO,OCO,,17,14
83,5,2,9:09,2349,1,10,OCO,15,"Pass by Ramza (R), S., complete to Holloway (R), O. for 9 yds. Tackle by McGullager (R), T..",6377,25,2,NY,OCO,OCO,85,17,14
84,5,2,8:40,2320,2,1,OCO,24,"Rush by Ramza (R), S. for 7 yds. Tackle by QuakStak (R), D..",6377,25,2,NY,OCO,OCO,76,17,14
85,5,2,8:23,2303,1,10,OCO,31,"Rush by Ramza (R), S. for 22 yds. Tackle by McGullager (R), T..",6377,25,2,NY,OCO,OCO,69,17,14
86,5,2,7:27,2247,1,10,NY,47,"Pass by Ramza (R), S., complete to Phillips, J. for 28 yds. Tackle by Andrews, J..",6377,25,2,NY,OCO,OCO,47,17,14
87,5,2,6:33,2193,1,10,NY,19,"Pass by Ramza (R), S., complete to Holloway (R), O. for 8 yds. Tackle by McGullager (R), T..",6377,25,2,NY,OCO,OCO,19,17,14
88,5,2,6:07,2167,2,2,NY,11,"Rush by Nakamura (C), T. for 10 yds. Tackle by Roberts (R), B..",6377,25,2,NY,OCO,OCO,11,17,14
89,5,2,5:36,2136,1,1,NY,1,Rush by Tatsu Nakamura (C) for 1 yds.,6377,25,2,NY,OCO,OCO,1,17,14
90,5,2,5:30,2130,,,,,TOUCHDOWN! (Dasistwirklichseinnachname kick good),6377,25,2,NY,OCO,OCO,,24,14
91,5,2,5:30,2130,,,OCO,30,"Dasistwirklichseinnachname, A. kicks off.",6377,25,2,NY,OCO,OCO,70,24,14
92,14,2,5:30,2130,,,,,"Owens, A. takes it down the right side.",6377,25,2,NY,OCO,NY,,24,14
93,14,2,5:30,2130,,,,,"Owens, A. waits for blockers.",6377,25,2,NY,OCO,NY,,24,14
94,14,2,5:30,2130,,,,,A 42 yard return.,6377,25,2,NY,OCO,NY,,24,14
95,14,2,5:18,2118,1,10,NY,49,"Rush by Owens, A. for 2 yds. Tackle by Eagle, R..",6377,25,2,NY,OCO,NY,51,24,14
96,14,2,4:59,2099,2,8,OCO,49,"Rush by Owens, A. for 6 yds. Tackle by Vegeta, P..",6377,25,2,NY,OCO,NY,49,24,14
97,14,2,4:35,2075,3,2,OCO,43,"Pass by Howitzer (R) (C), S. to McDavid, L. falls incomplete.",6377,25,2,NY,OCO,NY,43,24,14
98,14,2,4:31,2071,4,2,OCO,43,"Rush by Owens, A. for 6 yds. Tackle by Deck, I..",6377,25,2,NY,OCO,NY,43,24,14
99,14,2,4:03,2043,1,10,OCO,37,"Rush by Bawlls, B. for 3 yds. Tackle by Joestar, J..",6377,25,2,NY,OCO,NY,37,24,14
100,14,2,3:44,2024,2,7,OCO,34,"Rush by Owens, A. for 6 yds. Tackle by Bob, B..",6377,25,2,NY,OCO,NY,34,24,14
101,14,2,3:16,1996,3,1,OCO,28,"Pass by Howitzer (R) (C), S., complete to Snyder (R), S. for 10 yds. Tackle by Abernathy, K..",6377,25,2,NY,OCO,NY,28,24,14
102,14,2,2:41,1961,1,10,OCO,18,"Rush by Owens, A. for 1 yds. Tackle by Biggums, T..",6377,25,2,NY,OCO,NY,18,24,14
