,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,teamPoss,recTeam,down,distance,side,dist2goal,puntDist,puntEndLoc,surrenderIndex,surrenderRank,percentiles,DDSPF16percentiles,NFLpercentiles,play,result
5551,1,33,2,7:48,BAL,14,10,ARI,ARI,BAL,4,4,ARI,67,31,36,2.4,3248.0,72.60612900425384,70.38104954974936,69.13022813688212,"Punt by Jay-Jaymison, J. of 31 yards. Returned by Fukushu, M. for 0 yards. First Down!",Returned
5516,1,33,1,3:22,BAL,7,10,ARI,ARI,BAL,4,8,ARI,83,34,49,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Jay-Jaymison, J. of 34 yards. Returned by Fukushu, M. for 9 yards. First Down!",Returned
5601,1,33,3,1:11,BAL,14,27,ARI,BAL,ARI,4,14,BAL,79,34,45,0.9418336734000001,5371.0,53.381369910582514,52.26899702790223,42.85609827434922,"Punt by Small, J. of 34 yards.  No return. First Down!",No return
5605,1,33,4,14:37,BAL,14,27,ARI,ARI,BAL,4,4,BAL,49,43,6,1.8674945712720015,3658.0,68.33926556124663,66.72137692410061,63.15077508043287,"Punt by Jay-Jaymison, J. of 43 yards. Returned by Fukushu, M. for -1 yards. First Down!",Returned
5625,1,33,4,5:44,BAL,21,30,ARI,BAL,ARI,4,1,BAL,80,73,7,12.259880448,785.0,93.19385363312787,90.04569045823537,94.4830359754314,"Punt by Small, J. of 73 yards.  No return. First Down!",No return
5570,1,33,2,1:06,BAL,14,17,ARI,BAL,ARI,4,19,ARI,42,41,1,8.922094255848087,1029.0,91.1450646757531,87.35749456594064,91.77208248025738,"Punt by Small, J. of 41 yards.  No return. First Down!",No return
5947,1,66,1,9:34,HON,0,0,CHI,CHI,HON,4,9,CHI,87,48,39,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Sidekick, S. of 48 yards.  No return. First Down!",No return
5955,1,66,1,5:45,HON,7,0,CHI,CHI,HON,4,3,CHI,69,60,9,3.2,2501.0,78.92178140463582,76.20325599964512,77.13147119040656,"Punt by Sidekick, S. of 60 yards.  No return. First Down!",No return
5940,1,66,1,12:55,HON,0,0,CHI,HON,CHI,4,1,HON,55,53,2,0.4787840987383267,7921.0,31.27441618196024,30.091380916470744,19.559812810763383,"Punt by Powers, V. of 53 yards.  No return. First Down!",No return
5931,1,59,4,0:32,SAR,31,34,NOLA,NOLA,SAR,4,9,NOLA,75,43,32,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Louis, L. of 43 yards.  No return. First Down!",No return
6037,1,66,3,4:43,HON,26,9,CHI,HON,CHI,4,13,HON,52,47,5,0.0637261635420713,11350.0,1.5799982637381718,1.734463026216564,0.0,"Punt by Powers, V. of 47 yards.  No return. First Down!",No return
6008,1,66,2,0:21,HON,26,3,CHI,CHI,HON,4,9,HON,48,33,15,4.481986971052804,1722.0,85.05946696761872,81.0872554673291,84.31558935361217,"Punt by Sidekick, S. of 33 yards.  No return. First Down!",No return
5978,1,66,2,10:13,HON,14,3,CHI,HON,CHI,4,1,CHI,40,38,2,16.059769660526555,609.0,94.72610469658825,91.95759215721067,96.14287803451302,"Punt by Powers, V. of 38 yards.  No return. First Down!",No return
5996,1,66,2,3:32,HON,19,3,CHI,CHI,HON,4,8,CHI,84,28,56,1.2000000000000002,4734.0,59.42790172758052,57.902674887991836,50.996270839426735,"Punt by Sidekick, S. of 28 yards. Returned by Waters, J. for 8 yards. First Down!",Returned
5814,1,59,1,1:36,SAR,0,0,NOLA,NOLA,SAR,4,12,SAR,38,18,20,9.250427324463296,987.0,91.474954423127,87.8232710819323,92.19618309447206,"Punt by Louis, L. of 38 yards.  Touchback.",Touchback
5824,1,59,2,14:02,SAR,0,7,NOLA,SAR,NOLA,4,15,SAR,67,45,22,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by PhastBawls, D. of 45 yards. Returned by Rector, D. for -4 yards. First Down!",Returned
5833,1,59,2,10:22,SAR,0,7,NOLA,NOLA,SAR,4,9,NOLA,53,29,24,0.1158657518946751,11091.0,3.802413403941314,4.123231158230936,0.0,"Punt by Louis, L. of 29 yards.  No return. First Down!",No return
5772,1,55,4,4:36,OCO,17,20,PHI,OCO,PHI,4,21,OCO,79,61,18,3.6316846592000007,2145.0,81.39161385536939,78.13511954930577,80.07092717168763,"Punt by Dasistwirklichseinnachname, A. of 61 yards. Returned by Torenson, S. for 7 yards. First Down!",Returned
5777,1,55,4,2:16,OCO,17,20,PHI,PHI,OCO,4,1,OCO,44,34,10,7.744873485979244,1140.0,90.17709870648494,86.36827396531073,90.62774202983329,"Punt by PuntBot, Z. of 34 yards.  No return. First Down!",No return
5791,1,59,1,12:24,SAR,0,0,NOLA,NOLA,SAR,4,9,NOLA,66,58,8,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Louis, L. of 58 yards. Returned by Chan, R. for 1 yards. First Down!",Returned
5787,1,59,1,13:53,SAR,0,0,NOLA,SAR,NOLA,4,10,SAR,76,42,34,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by PhastBawls, D. of 42 yards. Returned by Rector, D. for 0 yards. First Down!",Returned
5874,1,59,3,10:28,SAR,14,21,NOLA,SAR,NOLA,4,6,SAR,71,62,9,2.4482967552,2946.0,74.43354457852244,72.25302754735395,71.2233109096227,"Punt by PhastBawls, D. of 62 yards.  No return. First Down!",No return
5867,1,59,3,12:54,SAR,14,14,NOLA,SAR,NOLA,4,5,SAR,71,29,42,1.2024004512,4593.0,60.13542842260613,58.43942687308699,51.56112898508336,"Punt by PhastBawls, D. of 29 yards. Rector, D. returns the punt down the left side. Returned by Rector, D. for 49 yards. First Down!",Returned
40979,2,55,4,11:19,OCO,32,34,PHI,OCO,PHI,4,5,OCO,67,55,12,5.7808669464,1413.0,87.74199149231704,83.71556580756776,87.53290435799941,"Punt by Dasistwirklichseinnachname, A. of 55 yards.  No return. First Down!",No return
40974,2,55,4,13:38,OCO,32,34,PHI,PHI,OCO,4,21,PHI,61,47,14,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by PuntBot, Z. of 47 yards.  No return. First Down!",No return
40969,2,55,3,0:34,OCO,32,34,PHI,OCO,PHI,4,18,OCO,83,33,50,1.3195695168000001,4426.0,61.58520704922302,59.81014062014816,53.2319391634981,"Punt by Dasistwirklichseinnachname, A. of 33 yards.  No return. First Down!",No return
41028,2,59,1,7:43,SAR,3,0,NOLA,SAR,NOLA,4,17,SAR,89,62,27,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by PhastBawls, D. of 62 yards.  No return. First Down!",No return
41024,2,59,1,9:14,SAR,3,0,NOLA,NOLA,SAR,4,9,NOLA,67,44,23,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by Louis, L. of 44 yards. Returned by Chan, R. for -3 yards. First Down!",Returned
41013,2,59,1,12:38,SAR,0,0,NOLA,SAR,NOLA,4,3,SAR,64,45,19,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by PhastBawls, D. of 45 yards. Returned by Rector, D. for 4 yards. First Down!",Returned
40923,2,55,2,2:00,OCO,14,21,PHI,PHI,OCO,4,4,PHI,70,38,32,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by PuntBot, Z. of 38 yards. Returned by Beerus, L. for 6 yards. First Down!",Returned
40919,2,55,2,3:31,OCO,14,21,PHI,OCO,PHI,4,6,OCO,51,31,20,0.8411853587553413,5539.0,51.94461324767775,51.11120968815153,41.37905820415326,"Punt by Dasistwirklichseinnachname, A. of 50 yards.  Touchback.",Touchback
41032,2,59,1,6:49,SAR,3,0,NOLA,NOLA,SAR,4,8,NOLA,73,47,26,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by Louis, L. of 47 yards.  No return. First Down!",No return
40951,2,55,3,6:07,OCO,25,31,PHI,OCO,PHI,4,19,OCO,87,59,28,0.9211355496,5404.0,53.0948867089157,52.038326753315886,42.77018133957297,"Punt by Dasistwirklichseinnachname, A. of 59 yards.  No return. First Down!",No return
41099,2,59,3,7:34,SAR,3,7,NOLA,SAR,NOLA,4,15,SAR,86,44,42,0.8709732288,5477.0,52.461151141592154,51.52375460231558,41.82509505703422,"Punt by PhastBawls, D. of 44 yards.  No return. First Down!",No return
41133,2,59,4,6:51,SAR,6,7,NOLA,NOLA,SAR,4,2,NOLA,62,44,18,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Louis, L. of 44 yards.  No return. First Down!",No return
41116,2,59,4,15:00,SAR,3,7,NOLA,NOLA,SAR,4,4,NOLA,61,33,28,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Louis, L. of 33 yards. Returned by Chan, R. for -4 yards. First Down!",Returned
41112,2,59,3,1:49,SAR,3,7,NOLA,SAR,NOLA,4,8,SAR,60,33,27,2.3918618736,3254.0,71.75970136296553,69.53377988732645,68.05352442234572,"Punt by PhastBawls, D. of 33 yards. Returned by Rector, D. for 8 yards. First Down!",Returned
41105,2,59,3,4:56,SAR,3,7,NOLA,NOLA,SAR,4,5,SAR,42,22,20,6.691570691886065,1268.0,89.06589113638337,85.09515148826686,89.22199473530272,"Punt by Louis, L. of 42 yards.  Touchback.",Touchback
41137,2,59,4,5:22,SAR,6,7,NOLA,SAR,NOLA,4,2,SAR,75,36,39,13.531735526400002,715.0,93.80154527302717,90.88408818702037,95.1923076923077,"Punt by PhastBawls, D. of 36 yards.  No return. First Down!",No return
41146,2,59,4,2:39,SAR,6,7,NOLA,SAR,NOLA,4,29,SAR,85,47,38,4.3352141768,1778.0,84.57765431026999,80.69467240385042,83.71965486984499,"Punt by PhastBawls, D. of 47 yards. Returned by Rector, D. for 12 yards. First Down!",Returned
41141,2,59,4,4:08,SAR,6,7,NOLA,NOLA,SAR,4,9,NOLA,61,41,20,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Louis, L. of 41 yards. Returned by Chan, R. for 15 yards. First Down!",Returned
41060,2,59,2,8:17,SAR,3,0,NOLA,SAR,NOLA,4,9,NOLA,48,32,16,1.4939956570176014,4336.0,62.457678617935585,60.62192254801934,55.005118455688795,"Punt by PhastBawls, D. of 32 yards. Returned by Rector, D. for 21 yards. First Down!",Returned
41052,2,59,2,11:54,SAR,3,0,NOLA,NOLA,SAR,4,17,NOLA,56,34,22,0.17410330863211881,10762.0,6.6976300026043925,7.226189948099188,0.0,"Punt by Louis, L. of 34 yards. Returned by Chan, R. for 5 yards. First Down!",Returned
41045,2,59,2,15:00,SAR,3,0,NOLA,SAR,NOLA,4,27,NOLA,42,22,20,2.230523563962022,3348.0,71.02613074051567,68.77966552810184,66.99875694647558,"Punt by PhastBawls, D. of 42 yards.  Touchback.",Touchback
41067,2,59,2,5:47,SAR,3,0,NOLA,NOLA,SAR,4,8,NOLA,51,31,20,0.5607902391702275,7838.0,32.016668113551525,30.823315441600496,20.31661304474993,"Punt by Louis, L. of 51 yards.  Touchback.",Touchback
41078,2,59,2,0:54,SAR,3,0,NOLA,SAR,NOLA,4,1,SAR,64,49,15,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by PhastBawls, D. of 49 yards.  No return. First Down!",No return
41082,2,59,2,0:06,SAR,3,0,NOLA,NOLA,SAR,4,16,NOLA,92,47,45,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Louis, L. of 47 yards.  No return. First Down!",No return
40720,2,33,1,4:54,BAL,3,7,ARI,BAL,ARI,4,4,BAL,70,57,13,2.4,3248.0,72.60612900425384,70.38104954974936,69.13022813688212,"Punt by Small, J. of 57 yards.  No return. First Down!",No return
40753,2,33,2,7:36,BAL,10,7,ARI,BAL,ARI,4,6,BAL,74,42,32,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Small, J. of 42 yards.  No return. First Down!",No return
40749,2,33,2,9:00,BAL,10,7,ARI,ARI,BAL,4,20,ARI,73,51,22,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Jay-Jaymison, J. of 51 yards.  No return. First Down!",No return
40736,2,33,2,13:33,BAL,10,7,ARI,ARI,BAL,4,1,ARI,82,29,53,4.0,1992.0,83.21468877506727,79.5967706161558,82.1804621234279,"Punt by Jay-Jaymison, J. of 29 yards.  No return. First Down!",No return
40732,2,33,2,15:00,BAL,10,7,ARI,BAL,ARI,4,3,BAL,69,59,10,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Small, J. of 59 yards.  No return. First Down!",No return
40728,2,33,1,1:45,BAL,10,7,ARI,ARI,BAL,4,1,BAL,46,35,11,21.51353746105346,468.0,95.94582863095755,93.70536308388414,97.46088037437848,"Punt by Jay-Jaymison, J. of 35 yards. Returned by Fukushu, M. for 14 yards. First Down!",Returned
40648,2,22,4,14:42,COL,31,27,YKW,YKW,COL,4,1,YKW,68,60,8,7.094482528,1221.0,89.4088028474694,85.45002883378433,89.71921614507166,"Punt by Kokot (R), B. of 60 yards.  No return. First Down!",No return
40679,2,22,4,4:14,COL,34,32,YKW,COL,YKW,4,1,COL,53,33,20,0.28966437973668774,9273.0,19.61541800503516,19.003681852459742,9.31924539338988,"Punt by Banana, S. of 53 yards.  Touchback.",Touchback
40670,2,22,4,7:40,COL,34,29,YKW,COL,YKW,4,16,COL,82,45,37,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Banana, S. of 45 yards. Walker (R), M. returns the punt down the left side. Walker (R), M. makes two tacklers miss. Returned by Walker (R), M. for 63 yards. First Down!",Returned
40666,2,22,4,9:10,COL,34,29,YKW,YKW,COL,4,12,YKW,59,39,20,0.3862876283277428,9049.0,21.45151488844518,20.31229206405536,9.977332553378181,"Punt by Kokot (R), B. of 58 yards.  Touchback.",Touchback
40862,2,55,1,13:42,OCO,0,0,PHI,OCO,PHI,4,9,OCO,79,56,23,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Dasistwirklichseinnachname, A. of 56 yards.  No return. First Down!",No return
40841,2,33,4,5:06,BAL,24,31,ARI,BAL,ARI,4,19,BAL,84,40,44,3.4677294272,2208.0,80.84469137946002,77.6028035310296,79.22272594325827,"Punt by Small, J. of 40 yards. Returned by Scarlett, D. for 20 yards. First Down!",Returned
40890,2,55,1,2:21,OCO,0,7,PHI,OCO,PHI,4,14,PHI,46,46,0,4.3027074922106925,1806.0,84.42573140029516,80.52610566472963,83.57524129862533,"Punt by Dasistwirklichseinnachname, A. of 46 yards.  No return. First Down!",No return
40867,2,55,1,11:24,OCO,0,0,PHI,PHI,OCO,4,1,PHI,53,29,24,0.5793287594733755,7779.0,32.51584338918309,31.15601295302311,20.327581164083064,"Punt by PuntBot, Z. of 29 yards. Returned by Beerus, L. for 18 yards. First Down!",Returned
40898,2,55,2,13:25,OCO,0,7,PHI,OCO,PHI,4,13,OCO,69,36,33,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Dasistwirklichseinnachname, A. of 36 yards. Returned by Torenson, S. for 17 yards. First Down!",Returned
40827,2,33,4,10:41,BAL,24,24,ARI,ARI,BAL,4,5,ARI,70,29,41,3.0682352148,2576.0,77.64562896084729,75.09204631149359,75.4862532904358,"Punt by Jay-Jaymison, J. of 29 yards.  No return. First Down!",No return
40787,2,33,3,12:08,BAL,10,14,ARI,ARI,BAL,4,8,ARI,80,32,48,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Jay-Jaymison, J. of 32 yards. Returned by Fukushu, M. for -4 yards. First Down!",Returned
40783,2,33,3,13:22,BAL,10,14,ARI,BAL,ARI,4,12,BAL,59,40,19,0.13092950659156788,10968.0,4.792082646063026,5.20782504546866,0.0,"Punt by Small, J. of 40 yards.  No return. First Down!",No return
40811,2,33,3,1:55,BAL,17,21,ARI,ARI,BAL,4,8,BAL,44,36,8,3.097949394391698,2571.0,77.81491448910495,75.15858581377812,75.69464755776544,"Punt by Jay-Jaymison, J. of 36 yards.  No return. First Down!",No return
40806,2,33,3,4:08,BAL,17,21,ARI,BAL,ARI,4,3,BAL,68,43,25,4.0869369856,1838.0,84.05243510721417,80.11356075056558,82.80564492541679,"Punt by Small, J. of 43 yards. Returned by Scarlett, D. for 11 yards. First Down!",Returned
41567,2,111,3,1:24,SJS,6,20,BER,BER,SJS,4,7,BER,58,44,14,0.07194351596368545,11276.0,2.261481031339526,2.4309098167945704,0.0,"Punt by Hunt, K. of 44 yards. Returned by Lackson, J. for 16 yards. First Down!",Returned
41476,2,111,1,8:46,SJS,0,0,BER,BER,SJS,4,16,BER,57,42,15,0.07913786756005399,11239.0,2.5826894695720113,2.75029942776028,0.0,"Punt by Hunt, K. of 42 yards.  No return. First Down!",No return
41480,2,111,1,6:58,SJS,0,0,BER,SJS,BER,4,1,SJS,77,46,31,2.0,3565.0,69.55898949561593,67.64849398926496,64.7886809008482,"Punt by McDairmid (C), M. of 46 yards. Returned by Quinn, A. for 9 yards. First Down!",Returned
41465,2,111,1,13:58,SJS,0,0,BER,BER,SJS,4,7,BER,73,34,39,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Hunt, K. of 34 yards. Returned by Lackson, J. for -1 yards. First Down!",Returned
41514,2,111,2,6:46,SJS,0,14,BER,SJS,BER,4,7,SJS,87,43,44,1.2000000000000002,4734.0,59.42790172758052,57.902674887991836,50.996270839426735,"Punt by McDairmid (C), M. of 43 yards.  No return. First Down!",No return
41501,2,111,2,12:32,SJS,0,14,BER,SJS,BER,4,11,SJS,77,55,22,0.6000000000000001,7266.0,37.824463929160515,36.67657365922903,26.69640245685873,"Punt by McDairmid (C), M. of 55 yards. Returned by Quinn, A. for 2 yards. First Down!",Returned
41491,2,111,1,2:05,SJS,0,7,BER,SJS,BER,4,5,SJS,55,40,15,0.5745409184859921,7810.0,32.26842607865266,31.011844031406646,20.327581164083064,"Punt by McDairmid (C), M. of 40 yards. Returned by Quinn, A. for 21 yards. First Down!",Returned
41683,2,30,3,11:41,OCO,3,24,COL,OCO,COL,4,1,OCO,66,61,5,3.023641797,2587.0,77.5501345602917,75.01663487557113,75.369260017549,"Punt by Dasistwirklichseinnachname, A. of 61 yards.  No return. First Down!",No return
41679,2,30,3,13:24,OCO,3,24,COL,COL,OCO,4,1,COL,53,33,20,0.28966437973668774,9273.0,19.61541800503516,19.003681852459742,9.31924539338988,"Punt by Banana, S. of 52 yards.  Touchback.",Touchback
41671,2,30,2,0:19,OCO,3,21,COL,OCO,COL,4,4,OCO,94,38,56,1.7999999999999998,3828.0,67.21503602743293,65.49705008206539,62.006434630008776,"Punt by Dasistwirklichseinnachname, A. of 38 yards. Returned by Purchase, L. for 21 yards. First Down!",Returned
41667,2,30,2,1:13,OCO,3,21,COL,COL,OCO,4,7,COL,56,55,1,0.08705165431605941,11204.0,2.8518100529559858,2.9610078516612695,0.0,"Punt by Banana, S. of 55 yards.  No return. First Down!",No return
41707,2,30,3,0:26,OCO,6,24,COL,COL,OCO,4,5,COL,72,53,19,0.6,7755.0,34.80336834794687,33.39395821319256,23.11531149458906,"Punt by Banana, S. of 53 yards.  No return. First Down!",No return
41703,2,30,3,2:23,OCO,6,24,COL,OCO,COL,4,16,OCO,57,33,24,0.170201585387538,10787.0,6.363399600659779,6.733797631193719,0.0,"Punt by Dasistwirklichseinnachname, A. of 33 yards.  No return. First Down!",No return
41606,2,30,1,12:42,OCO,0,0,COL,OCO,COL,4,9,COL,45,25,20,5.163248990652829,1587.0,86.30957548398298,82.42913543006698,86.0412401286926,"Punt by Dasistwirklichseinnachname, A. of 45 yards.  Touchback.",Touchback
41592,2,111,4,4:08,SJS,13,27,BER,SJS,BER,4,3,SJS,64,35,29,11.371940659200003,819.0,92.89868912231965,89.59765780951959,94.01506288388417,"Punt by McDairmid (C), M. of 35 yards. Returned by Quinn, A. for 15 yards. First Down!",Returned
41646,2,30,2,10:49,OCO,3,14,COL,OCO,COL,4,5,OCO,70,41,29,1.7999999999999998,3828.0,67.21503602743293,65.49705008206539,62.006434630008776,"Punt by Dasistwirklichseinnachname, A. of 41 yards. Returned by Purchase, L. for 13 yards. First Down!",Returned
41250,2,66,3,7:14,HON,13,9,CHI,HON,CHI,4,10,HON,84,55,29,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Powers, V. of 55 yards. Returned by Shields (C), T. for 7 yards. First Down!",Returned
41200,2,66,2,11:09,HON,13,3,CHI,CHI,HON,4,1,CHI,70,43,27,3.0,2643.0,77.24194808577134,74.78818258439426,75.07312079555426,"Punt by Sidekick, S. of 43 yards. Returned by Waters, J. for -2 yards. First Down!",Returned
41195,2,66,2,13:51,HON,13,3,CHI,HON,CHI,4,8,HON,70,61,9,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Powers, V. of 61 yards.  No return. First Down!",No return
41190,2,66,1,0:34,HON,13,3,CHI,CHI,HON,4,4,HON,46,30,16,9.681091857474057,931.0,91.93506380762219,88.44652441999735,92.85792629423808,"Punt by Sidekick, S. of 30 yards.  No return. First Down!",No return
41204,2,66,2,9:44,HON,13,3,CHI,HON,CHI,4,1,HON,67,31,36,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Powers, V. of 31 yards.  No return. First Down!",No return
41237,2,66,3,11:18,HON,13,6,CHI,CHI,HON,4,10,CHI,62,30,32,0.8087528384000001,5597.0,51.423734699192636,50.66761300625471,41.0171102661597,"Punt by Sidekick, S. of 30 yards.  No return. First Down!",No return
41221,2,66,2,2:00,HON,13,6,CHI,HON,CHI,4,6,CHI,36,28,8,19.980923020840716,494.0,95.7374772115635,93.35048573836667,97.16291313249488,"Punt by Powers, V. of 28 yards.  No return. First Down!",No return
41310,2,74,1,13:48,NYS,0,0,AUS,AUS,NYS,4,6,AUS,78,40,38,1.2,4909.0,58.14740862922129,56.580756775939314,49.40954957589938,"Punt by QB (R), P. of 40 yards.  No return. First Down!",No return
41407,2,74,3,6:22,NYS,17,14,AUS,NYS,AUS,4,11,NYS,64,49,15,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Z, D. of 49 yards.  No return. First Down!",No return
41392,2,74,3,11:53,NYS,17,7,AUS,NYS,AUS,4,10,NYS,57,43,14,0.039568933780026995,11470.0,0.5512631304800764,0.456904582353724,0.0,"Punt by Z, D. of 43 yards. Returned by Jeeta, E. for 18 yards. First Down!",Returned
41412,2,74,3,3:13,NYS,17,14,AUS,AUS,NYS,4,16,NYS,37,37,0,30.046718005898864,348.0,96.98758572792777,95.30674710553166,98.42059081602808,"Punt by QB (R), P. of 37 yards.  No return. First Down!",No return
41419,2,74,3,0:13,NYS,17,14,AUS,NYS,AUS,4,8,NYS,88,49,39,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Z, D. of 49 yards.  No return. First Down!",No return
41425,2,74,4,13:14,NYS,17,14,AUS,AUS,NYS,4,3,NYS,44,24,20,50.01597700459288,208.0,98.20296900772637,97.26744443951559,99.41137759578824,"Punt by QB (R), P. of 44 yards.  Touchback.",Touchback
41333,2,74,1,4:14,NYS,7,0,AUS,AUS,NYS,4,9,AUS,70,32,38,1.6,4252.0,64.41965448389617,62.533824246994634,58.04877157063469,"Punt by QB (R), P. of 32 yards. Returned by Fank (R), H. for 4 yards. First Down!",Returned
41318,2,74,1,10:40,NYS,0,0,AUS,AUS,NYS,4,14,AUS,71,33,38,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by QB (R), P. of 33 yards.  No return. First Down!",No return
41314,2,74,1,12:10,NYS,0,0,AUS,NYS,AUS,4,17,NYS,70,35,35,0.4,9023.0,25.805191422866567,24.779310650756333,14.392000584966365,"Punt by Z, D. of 35 yards. Returned by Jeeta, E. for 0 yards. First Down!",Returned
41373,2,74,2,1:49,NYS,14,7,AUS,NYS,AUS,4,1,NYS,68,49,19,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Z, D. of 49 yards.  No return. First Down!",No return
39928,2,79,1,12:45,BER,0,2,SAR,SAR,BER,4,2,SAR,52,32,20,0.2549046541682852,9428.0,18.308880979251672,18.038859069334162,9.085258847616261,"Punt by PhastBawls, D. of 51 yards.  Touchback.",Touchback
39838,2,64,3,13:29,AUS,17,10,CHI,CHI,AUS,4,3,CHI,61,44,17,3.2024114272,2347.0,79.63798940880285,76.79989353679635,77.81515062883884,"Punt by Sidekick, S. of 44 yards.  No return. First Down!",No return
39846,2,64,3,9:48,AUS,17,10,CHI,AUS,CHI,4,2,AUS,55,52,3,0.1915136394953307,10697.0,7.318343606215818,7.723018231823626,0.0,"Punt by QB (R), P. of 52 yards.  No return. First Down!",No return
40013,2,79,3,6:02,BER,21,9,SAR,BER,SAR,4,21,BER,52,33,19,0.0637261635420713,11350.0,1.5799982637381718,1.734463026216564,0.0,"Punt by Hunt, K. of 33 yards. Returned by Chan, R. for 16 yards. First Down!",Returned
40065,2,79,4,1:06,BER,28,12,SAR,BER,SAR,4,1,BER,72,31,41,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Hunt, K. of 31 yards. Returned by Chan, R. for 15 yards. First Down!",Returned
40040,2,79,4,9:52,BER,28,12,SAR,SAR,BER,4,9,SAR,56,37,19,0.7215165582569234,6770.0,41.236218421737995,40.14106374484319,30.103831529687042,"Punt by PhastBawls, D. of 37 yards.  No return. First Down!",No return
40047,2,79,4,6:14,BER,28,12,SAR,BER,SAR,4,19,BER,68,29,39,0.2,10624.0,12.279711780536505,12.25657632080912,4.33057911670079,"Punt by Hunt, K. of 29 yards.  No return. First Down!",No return
39967,2,79,2,11:53,BER,14,2,SAR,SAR,BER,4,7,SAR,73,47,26,1.2000000000000002,4734.0,59.42790172758052,57.902674887991836,50.996270839426735,"Punt by PhastBawls, D. of 47 yards. Returned by Quinn, A. for -2 yards. First Down!",Returned
39991,2,79,2,1:43,BER,21,2,SAR,SAR,BER,4,6,SAR,71,38,33,1.7999999999999998,3828.0,67.21503602743293,65.49705008206539,62.006434630008776,"Punt by PhastBawls, D. of 38 yards. Returned by Quinn, A. for 2 yards. First Down!",Returned
39975,2,79,2,8:42,BER,14,2,SAR,SAR,BER,4,10,BER,46,34,12,3.227030619158019,2293.0,80.15018664814654,77.18138668322761,78.35441649605147,"Punt by PhastBawls, D. of 34 yards.  No return. First Down!",No return
39615,2,47,1,7:20,COL,3,0,SJS,COL,SJS,4,6,COL,59,30,29,0.09810479449593469,11155.0,3.2424689643198192,3.491105886527969,0.0,"Punt by Banana, S. of 30 yards.  No return. First Down!",No return
39609,2,47,1,9:51,COL,3,0,SJS,SJS,COL,4,1,SJS,66,56,10,4.0,1992.0,83.21468877506727,79.5967706161558,82.1804621234279,"Punt by McDairmid (C), M. of 56 yards. Returned by Purchase, L. for -2 yards. First Down!",Returned
39659,2,47,2,4:39,COL,10,0,SJS,COL,SJS,4,1,COL,67,0,67,1.0,5334.0,54.857192464623665,53.511067737213324,44.95466510675636,"Punt by Banana, S. is BLOCKED BY Z, D..  No return. First Down!",No return
39655,2,47,2,6:11,COL,10,0,SJS,SJS,COL,4,9,SJS,71,55,16,1.2000000000000002,4734.0,59.42790172758052,57.902674887991836,50.996270839426735,"Punt by McDairmid (C), M. of 55 yards. Returned by Purchase, L. for 8 yards. First Down!",Returned
39651,2,47,2,7:36,COL,10,0,SJS,COL,SJS,4,2,COL,68,47,21,0.8,6669.0,46.501432416008335,45.59730293217407,35.92790289558351,"Punt by Banana, S. of 47 yards. Returned by Lackson, J. for 8 yards. First Down!",Returned
