,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,recTeam,down,distance,dist2goal,surrenderIndex,percentiles,play
182672,16,3895,3,13:20,PHI,17,14,AZ ,PHI,4.0,10.0,44.0,6.2020946875721785,88.06195994106638,"Punt by Lawes, S. of 32 yards. No return."
210602,17,4354,4,11:41,CHI,6,33,BAL,CHI,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by Brand, F. of 44 yards. Touchback."
163068,15,3370,1,7:13,OCO,7,0,BAL,OCO,4.0,12.0,44.0,6.195898788783396,87.94847290248079,"Punt by Frost, A. of 44 yards. No return."
145633,14,3211,2,6:32,PHI,9,7,COL,PHI,4.0,10.0,44.0,6.195898788783396,87.94847290248079,"Punt by Corbett, K. of 44 yards. Touchback."
145778,14,3212,1,10:11,SJS,6,0,AZ ,SJS,4.0,10.0,44.0,6.195898788783396,87.94847290248079,"Punt by Jackson, D. of 44 yards. Touchback."
46595,4,724,5,12:59,OCO,33,27,ARI,ARI,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by Madlad, B. of 44 yards. Touchback."
11446,2,122,2,10:47,OCO,7,7,BAL,BAL,4.0,7.0,44.0,6.195898788783396,87.94847290248079,"Punt by PuntBotPunt, x. of 33 yards."
22013,2,76,2,6:17,SJS,0,28,ARI,SJS,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by Ronaldo, C. of 30 yards. No return."
49485,4,738,1,12:56,BAL,0,0,SJS,SJS,4.0,8.0,44.0,6.195898788783396,87.94847290248079,"Punt by Turkleton, T. of 44 yards. Touchback."
9997,1,28,2,12:20,YKW,0,3,SJS,SJS,4.0,10.0,44.0,6.195898788783396,87.94847290248079,"Punt by Booter, A. of 44 yards. Touchback."
97017,10,2528,2,10:20,SJS,14,0,PHI,PHI,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by Corbett, K. of 44 yards. Touchback."
209524,17,4350,1,7:38,AZ ,7,0,PHI,PHI,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by Lawes, S. of 31 yards. No return."
64965,6,1588,2,13:02,SJS,0,3,OCO,OCO,4.0,17.0,44.0,6.195898788783396,87.94847290248079,"Punt by Blewitt, I. of 44 yards. Touchback."
167065,15,3389,1,7:46,YKW,0,0,AZ ,YKW,4.0,8.0,44.0,6.195898788783396,87.94847290248079,"Punt by Jackson, D. of 44 yards. Touchback."
9766,1,27,1,5:09,BAL,0,0,OCO,OCO,4.0,7.0,44.0,6.195898788783396,87.94847290248079,"Punt by Harris, S. of 33 yards. No return."
122279,11,2718,4,3:18,COL,13,31,PHI,COL,4.0,3.0,44.0,6.195898788783396,87.94847290248079,"Punt by (R) Fulture, K. of 44 yards. Touchback."
115235,11,2686,2,12:48,COL,10,14,NO ,NO ,4.0,12.0,44.0,6.195898788783396,87.94847290248079,"Punt by Leg, P. of 44 yards. Touchback."
196709,17,4288,4,14:31,CHI,24,17,PHI,PHI,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by Fulture, K. of 44 yards. Touchback."
229834,18,4625,1,5:15,AUS,7,6,AZ ,AUS,4.0,10.0,44.0,6.195898788783396,87.94847290248079,"Punt by Clutch (R), C. of 44 yards. Touchback."
229652,18,4624,1,3:21,NO ,7,0,OCO,OCO,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by Frost, A. of 44 yards. Touchback."
101978,10,2550,4,5:58,YKW,13,37,BAL,YKW,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by Turkleton, T. of 30 yards. No return."
100457,10,2544,1,1:36,SJS,3,3,NO ,NO ,4.0,8.0,44.0,6.195898788783396,87.94847290248079,"Punt by Corbett, K. of 44 yards. Touchback."
203578,17,4321,3,12:45,NO ,17,13,YKW,YKW,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by Frost, A. of 44 yards. Touchback."
143494,14,3201,2,12:08,COL,14,6,OCO,COL,4.0,10.0,44.0,6.195898788783396,87.94847290248079,"Punt by PuntBotPunt, Z. of 44 yards. Touchback."
78442,9,2313,2,12:18,PHI,0,7,YKW,YKW,4.0,10.0,44.0,6.195898788783396,87.94847290248079,"Punt by Meoff, B. of 44 yards. Touchback."
141644,14,3192,3,13:33,COL,0,20,SJS,COL,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by Legman3, Z. of 31 yards. No return."
25666,2,114,4,12:34,ARI,17,3,PHI,PHI,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by Ronaldo, C. of 44 yards. Touchback."
80785,9,2323,4,1:09,PHI,27,24,SJS,SJS,4.0,2.0,44.0,6.195898788783396,87.94847290248079,"Punt by (R) Meoff, B. of 44 yards. Touchback."
92152,10,2506,2,11:38,BAL,7,7,OCO,BAL,4.0,8.0,44.0,6.195898788783396,87.94847290248079,"Punt by Madlad, B. of 32 yards."
3687,1,35,3,1:22,ARI,14,10,BAL,ARI,4.0,1.0,70.0,6.1893737280000005,87.8349858638952,"Punt by Harris, S. of 31 yards."
211445,17,4358,4,10:36,OCO,37,20,AZ ,OCO,4.0,2.0,83.0,6.1850374656,87.8349858638952,"Punt by Lawes, S. of 55 yards."
67765,6,1600,4,6:20,YKW,20,22,SJS,SJS,4.0,8.0,85.0,6.1812607999999996,87.82702186118743,"Punt by Forfeit, N. of 48 yards."
20007,2,100,4,7:36,SJS,9,21,COL,COL,4.0,5.0,78.0,6.1698880512,87.81507585712579,"Punt by Laces, K. of 52 yards."
67060,6,1597,4,10:39,SJS,28,20,BAL,SJS,4.0,4.0,64.0,6.1558470744,87.81507585712579,"Punt by Turkleton, T. of 45 yards."
20897,2,90,4,10:42,ARI,10,13,BAL,BAL,4.0,4.0,61.0,6.126807148799999,87.78321984629474,"Punt by Ronaldo, C. of 44 yards."
170606,15,3405,4,10:43,BAL,17,30,PHI,PHI,4.0,2.0,81.0,6.117160543200002,87.76330983952535,"Punt by Frost, A. of 32 yards. No return."
38806,3,315,4,10:44,COL,0,33,BAL,BAL,4.0,2.0,60.0,6.1075305984,87.75534583681758,"Punt by Kicksit, B. of 40 yards."
115355,11,2686,4,11:57,COL,20,36,NO ,NO ,4.0,10.0,47.0,6.105108398707633,87.75534583681758,"Punt by Leg, P. of 47 yards. Touchback."
13580,2,132,3,7:35,LV ,3,27,COL,COL,4.0,5.0,49.0,6.096180881471649,87.74738183410982,"Punt by Walsh, B. of 49 yards. Touchback."
129471,12,2883,4,10:46,BAL,34,10,COL,BAL,4.0,2.0,69.0,6.0883206335999995,87.74339983275594,"Punt by Leg, P. of 41 yards."
226709,18,4609,4,13:54,BAL,23,20,AZ ,BAL,4.0,3.0,61.0,6.0845718272000004,87.73543583004819,"Punt by Clutch (R), C. of 61 yards. Touchback."
12751,2,128,4,10:51,ARI,15,9,COL,ARI,4.0,4.0,61.0,6.0405862776,87.70357981921714,"Punt by Kicksit, B. of 60 yards. Touchback."
27910,3,264,5,13:50,BAL,16,13,OCO,BAL,4.0,17.0,87.0,6.031362400000002,87.69959781786326,"Punt by Sims, A. of 49 yards. No return."
12342,2,126,4,14:01,LV ,0,6,BAL,BAL,4.0,3.0,75.0,6.022317052800002,87.68366981244773,"Punt by Walsh, B. of 55 yards."
155016,14,3255,4,7:52,BAL,32,13,AZ ,BAL,4.0,4.0,68.0,6.0156711936,87.67570580973998,"Punt by Jackson, D. of 68 yards. Touchback."
229154,18,4621,4,10:55,PHI,27,24,AUS,PHI,4.0,6.0,65.0,6.0026966999999996,87.65977780432445,"Punt by Crisco, A. of 40 yards."
108367,10,2580,4,11:19,NO ,23,29,BAL,BAL,4.0,16.0,49.0,5.997632022026529,87.65977780432445,"Punt by Leg, P. of 49 yards. Touchback."
193748,17,4209,4,14:04,YKW,17,21,CHI,CHI,4.0,3.0,73.0,5.995913011200002,87.65977780432445,"Punt by Bobby (R), K. of 48 yards."
65851,6,1592,2,7:47,YKW,10,10,NO ,YKW,4.0,2.0,48.0,5.975982628070406,87.60004778401624,"Punt by Lombardi, J. of 48 yards. Touchback."
111055,11,2667,1,6:33,PHI,0,7,YKW,YKW,4.0,8.0,48.0,5.975982628070406,87.60004778401624,"Punt by (R) Fulture, K. of 48 yards. Touchback."
159798,15,3355,1,11:12,SJS,0,0,YKW,SJS,4.0,3.0,48.0,5.975982628070406,87.60004778401624,"Punt by Harris Jr, S. of 48 yards. Touchback."
166666,15,3387,1,9:14,SJS,7,0,OCO,SJS,4.0,8.0,48.0,5.975982628070406,87.60004778401624,"Punt by Dasistwirklichseinnachname, A. of 34 yards. No return."
7623,1,31,2,7:42,OCO,0,5,ARI,ARI,4.0,9.0,48.0,5.975982628070406,87.60004778401624,"Punt by Ronaldo, C. of 48 yards. Touchback."
62351,6,1576,2,14:42,YKW,7,7,NO ,NO ,4.0,3.0,48.0,5.975982628070406,87.60004778401624,"Punt by Forfeit, N. of 48 yards. Touchback."
147271,14,3219,1,7:19,PHI,0,6,OCO,OCO,4.0,9.0,48.0,5.975982628070406,87.60004778401624,"Punt by Fulture, K. of 48 yards. Touchback."
33262,3,290,1,2:06,COL,0,7,ARI,ARI,4.0,9.0,48.0,5.975982628070406,87.60004778401624,"Punt by Kicksit, B. of 30 yards. No return."
32323,3,286,1,10:29,LV ,7,7,ARI,LV ,4.0,2.0,48.0,5.975982628070406,87.60004778401624,"Punt by Ronaldo, C. of 45 yards. No return."
633,1,50,2,8:35,YKW,10,7,BAL,YKW,4.0,7.0,48.0,5.975982628070406,87.60004778401624,"Punt by Harris, S. of 48 yards. Touchback."
115895,11,2689,2,12:01,PHI,7,14,COL,COL,4.0,9.0,48.0,5.975982628070406,87.60004778401624,"Punt by (R) Fulture, K. of 48 yards. Touchback."
176465,16,3866,2,5:42,OCO,20,17,PHI,OCO,4.0,8.0,48.0,5.975982628070406,87.60004778401624,"Punt by Frost, K. of 48 yards. No return."
197450,17,4292,1,12:22,NO ,0,0,AUS,AUS,4.0,3.0,48.0,5.975982628070406,87.60004778401624,"Punt by Frost, A. of 38 yards. No return."
118427,11,2700,3,1:53,COL,27,24,AZ ,COL,4.0,1.0,62.0,5.949773612,87.5283717596464,"Punt by Jackson, D. of 32 yards. No return."
131645,12,2893,4,11:01,PHI,6,7,AZ ,AZ,4.0,6.0,71.0,5.9463566856,87.52438975829251,"Punt by Fulture, K. of 50 yards."
99502,10,2539,4,13:28,YKW,24,3,OCO,YKW,4.0,1.0,71.0,5.928574464,87.50447975152312,"Punt by Madlad, B. of 34 yards."
204664,17,4326,4,13:28,SJS,6,31,AZ ,AZ,4.0,1.0,67.0,5.928574464,87.50447975152312,"Punt by Donaldson, N. of 41 yards."
152101,14,3241,4,11:04,YKW,13,21,BAL,BAL,4.0,6.0,70.0,5.9184082944,87.48855174610759,"Punt by Forfeit, N. of 30 yards."
161915,15,3364,4,13:30,PHI,30,14,NO ,PHI,4.0,1.0,82.0,5.910897,87.48456974475371,"Punt by Crisco, A. of 59 yards."
148894,14,3226,4,11:05,AZ ,17,28,BAL,BAL,4.0,2.0,63.0,5.909124900000001,87.48257874407678,"Punt by Jackson, D. of 41 yards."
57143,4,773,4,13:32,SJS,21,6,LV ,SJS,4.0,1.0,88.0,5.893290816,87.4646597379843,"Punt by Gooney, W. of 46 yards."
112261,11,2672,4,13:32,AZ ,13,27,COL,COL,4.0,1.0,82.0,5.893290816,87.4646597379843,"Punt by Jackson, D. of 67 yards."
99299,10,2538,4,8:05,BAL,33,24,SJS,BAL,4.0,6.0,63.0,5.893075574999998,87.4646597379843,"Punt by Corbett, K. of 42 yards."
117761,11,2697,4,11:07,COL,16,27,OCO,OCO,4.0,2.0,68.0,5.890607128800001,87.45669573527655,"Punt by Leg, P. of 67 yards. Touchback."
61147,6,1570,4,11:08,NO ,37,21,SJS,NO ,4.0,2.0,87.0,5.881372723200001,87.45271373392266,"Punt by Blewitt, I. of 42 yards."
32785,3,287,5,7:10,PHI,21,21,SJS,PHI,4.0,6.0,50.0,5.87433017517574,87.44474973121491,"Punt by Blewitt, I. of 50 yards. Touchback."
152113,14,3241,4,6:54,YKW,13,21,BAL,BAL,4.0,8.0,61.0,5.860000729600001,87.43280372715327,"Punt by Forfeit, N. of 39 yards."
144097,14,3203,4,11:12,BAL,26,14,PHI,BAL,4.0,2.0,73.0,5.844597964800002,87.36909170549119,"Punt by Legman1, Z. of 48 yards."
152953,14,3245,4,11:12,YKW,14,21,AZ ,AZ,4.0,4.0,80.0,5.844597964800001,87.36909170549119,"Punt by Forfeit, N. of 61 yards. No return."
193128,17,4206,3,1:43,OCO,7,23,SJS,SJS,4.0,24.0,45.0,5.832902659838546,87.35316370007565,"Punt by Dasistwirklichseinnachname, A. of 45 yards. Touchback."
156092,14,3260,4,14:23,SJS,23,17,YKW,SJS,4.0,3.0,63.0,5.832502249600001,87.35316370007565,"Punt by Forfeit, N. of 32 yards. No return."
61158,6,1570,4,8:12,NO ,37,21,SJS,NO ,4.0,6.0,76.0,5.8280582016,87.34918169872178,"Punt by Blewitt, I. of 53 yards."
205512,17,4330,4,8:13,BAL,23,10,AUS,BAL,4.0,5.0,69.0,5.818826597399999,87.34121769601401,"Punt by Crisco, A. of 45 yards. No return."
39047,3,316,4,7:01,OCO,27,24,COL,OCO,4.0,9.0,84.0,5.7957807024,87.3252896905985,"Punt by Kicksit, B. of 34 yards. No return."
74792,6,1632,4,8:41,YKW,34,21,BAL,YKW,4.0,13.0,49.0,5.774742606399167,87.30936168518298,"Punt by Turkleton, T. of 49 yards. Touchback."
146742,14,3216,4,11:22,COL,41,14,AZ ,COL,4.0,2.0,65.0,5.753796076800002,87.29741568112134,"Punt by Jackson, D. of 31 yards."
149340,14,3228,4,11:22,COL,24,20,YKW,COL,4.0,6.0,69.0,5.753796076800001,87.29343367976745,"Punt by Forfeit, N. of 55 yards. No return."
17282,2,84,4,11:23,BAL,27,14,PHI,BAL,4.0,2.0,63.0,5.744804671200001,87.28945167841357,"Punt by Harris, S. of 50 yards. No return."
87221,9,2353,4,8:24,AZ ,13,27,BAL,BAL,4.0,6.0,89.0,5.7182082048,87.27750567435193,"Punt by Jackson, D. of 53 yards. No return."
65518,6,1590,4,7:11,AZ ,17,21,BAL,BAL,4.0,7.0,67.0,5.7051622544,87.25361366622865,"Punt by Jackson, D. of 36 yards. No return."
171851,15,3411,4,8:26,SJS,27,14,AZ ,SJS,4.0,6.0,76.0,5.7000963312,87.25361366622865,"Punt by Jackson, D. of 54 yards."
4494,1,42,3,3:33,YKW,13,7,ARI,YKW,4.0,22.0,46.0,5.6978289997034395,87.25361366622865,"Punt by Nugent, A. of 46 yards. Touchback."
83280,9,2335,3,10:44,PHI,3,17,COL,COL,4.0,6.0,49.0,5.696477793219178,87.25361366622865,"Punt by (R) Meoff, B. of 49 yards. Touchback."
81865,9,2328,4,11:29,OCO,24,6,PHI,OCO,4.0,3.0,73.0,5.691193514400001,87.25361366622865,"Punt by (R) Meoff, B. of 40 yards. No return."
26542,2,183,4,11:29,OCO,13,17,ARI,ARI,4.0,4.0,92.0,5.6911935144,87.25361366622865,"Punt by Sims, A. of 45 yards."
115561,11,2687,4,13:57,SJS,10,31,BAL,BAL,4.0,1.0,61.0,5.679169041,87.23768566081313,"Punt by Corbett, K. of 49 yards. No return."
4882,1,23,3,1:36,SJS,17,17,BAL,SJS,4.0,5.0,49.0,5.67613196276365,87.23768566081313,"Punt by Harris, S. of 32 yards. No return."
202402,17,4315,4,11:31,COL,31,6,BAL,COL,4.0,2.0,62.0,5.6734512696,87.23768566081313,"Punt by Brand, F. of 32 yards."
57162,4,773,4,8:31,SJS,24,6,LV ,SJS,4.0,6.0,75.0,5.655061024199999,87.08636960936566,"Punt by Gooney, W. of 45 yards."
15844,2,105,4,11:34,PHI,14,20,ARI,ARI,4.0,5.0,69.0,5.646957638400001,87.07840560665791,"Punt by Harris, S. of 34 yards. No return."
27202,3,261,3,4:24,PHI,13,13,YKW,PHI,4.0,6.0,48.0,5.635020501024935,87.06645960259627,"Punt by Booter, A. of 48 yards. Touchback."
55257,4,764,4,4:14,LV ,10,24,BAL,BAL,4.0,7.0,77.0,5.634143203200002,87.06645960259627,"Punt by Gooney, W. of 57 yards. No return."
1892,1,56,3,2:38,ARI,8,6,BAL,ARI,4.0,1.0,69.0,5.634073952,87.06645960259627,"Punt by Harris, S. of 38 yards."
22111,2,76,4,11:38,SJS,0,58,ARI,ARI,4.0,2.0,84.0,5.611855699200002,87.04256759447298,"Punt by Nugent, A. of 43 yards. No return."
56055,4,768,3,13:22,OCO,35,13,LV ,OCO,4.0,4.0,49.0,5.607756726667579,87.04256759447298,"Punt by Gooney, W. of 36 yards. No return."
203345,17,4320,2,3:20,OCO,17,0,AZ ,OCO,4.0,6.0,49.0,5.602483713816005,87.03659459244216,"Punt by Lawes, S. of 49 yards. Touchback."
173634,16,3853,2,5:31,AUS,10,20,PHI,PHI,4.0,6.0,49.0,5.602483713816005,87.03659459244216,"Punt by Crisco, A. of 49 yards. Touchback."
197886,17,4294,1,1:57,PHI,14,0,BAL,PHI,4.0,5.0,49.0,5.602483713816005,87.03659459244216,"Punt by Brand, F. of 38 yards."
163422,15,3371,4,7:24,SJS,10,10,YKW,SJS,4.0,3.0,62.0,5.589321625600001,87.01469358499583,"Punt by Harris Jr, S. of 40 yards. No return."
168733,15,3396,4,8:39,NO ,20,34,YKW,YKW,4.0,5.0,89.0,5.583727873799998,87.00672958228806,"Punt by Crisco, A. of 40 yards."
1122,1,52,4,8:39,SJS,7,17,OCO,OCO,4.0,5.0,75.0,5.583727873799998,87.00672958228806,"Punt by Laces, K. of 54 yards. No return."
102721,10,2554,2,0:15,COL,14,28,BAL,BAL,4.0,12.0,43.0,5.576308909905055,86.99080157687254,"Punt by McCormick, M. of 33 yards. No return."
42176,3,331,2,6:41,SJS,0,21,COL,COL,4.0,17.0,43.0,5.576308909905055,86.99080157687254,"Punt by Blewitt, I. of 43 yards. Touchback."
217642,18,4566,1,3:54,NO ,13,0,SJS,NO ,4.0,11.0,43.0,5.576308909905055,86.99080157687254,"Punt by Bobby, K. of 39 yards. No return."
134252,12,2906,1,3:21,OCO,14,0,COL,OCO,4.0,10.0,43.0,5.576308909905055,86.99080157687254,"Punt by Leg, P. of 43 yards. Touchback."
146080,14,3213,2,4:18,OCO,0,17,SJS,SJS,4.0,12.0,43.0,5.576308909905055,86.99080157687254,"Punt by Anderson, A. of 43 yards. Touchback."
36890,3,306,3,1:40,ARI,25,16,YKW,YKW,4.0,4.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Ronaldo, C. of 40 yards. No return."
120290,11,2709,3,12:38,COL,14,21,SJS,COL,4.0,6.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Corbett, K. of 43 yards. Touchback."
104547,10,2562,4,6:16,BAL,23,10,OCO,OCO,4.0,4.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Turkleton, T. of 43 yards. Touchback."
202132,17,4314,2,4:55,YKW,10,14,AZ ,YKW,4.0,6.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Lawes, S. of 43 yards. Touchback."
14766,2,75,3,13:24,OCO,6,10,ARI,OCO,4.0,6.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Ronaldo, C. of 43 yards. Touchback."
26899,3,260,2,10:18,LV ,0,13,BAL,LV ,4.0,4.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Turkleton, T. of 31 yards. No return."
165500,15,3381,3,6:48,BAL,30,17,NO ,NO ,4.0,4.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Frost, A. of 43 yards. Touchback."
5167,1,25,1,5:53,OCO,0,7,COL,OCO,4.0,4.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Darkapple, J. of 43 yards. Touchback."
222578,18,4589,4,11:09,OCO,9,17,AZ ,OCO,4.0,4.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Clutch (R), C. of 43 yards. Touchback."
199303,17,4300,4,0:11,YKW,20,9,CHI,CHI,4.0,5.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Bobby (R), K. of 30 yards. No return."
193971,17,4210,4,14:56,PHI,27,23,OCO,OCO,4.0,6.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Castleberry, R. of 42 yards."
179774,16,3882,2,13:36,NO ,0,7,AZ ,NO ,4.0,5.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Lawes, S. of 41 yards. No return."
147459,14,3219,4,3:01,PHI,24,23,OCO,OCO,4.0,5.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Fulture, K. of 43 yards. Touchback."
178035,16,3873,4,10:03,NO ,24,17,AUS,AUS,4.0,5.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Frost, A. of 43 yards. Touchback."
217276,18,4564,2,8:07,OCO,14,0,PHI,PHI,4.0,6.0,43.0,5.5763089099050545,86.91315255047186,"Punt by Dasistwirklichseinnachname, A. of 43 yards. Touchback."
146550,14,3215,4,8:40,BAL,28,19,YKW,BAL,4.0,6.0,76.0,5.5748736,86.84744952813284,"Punt by Forfeit, N. of 38 yards. No return."
60213,6,1566,3,5:20,OCO,65,7,AZ ,OCO,4.0,10.0,44.0,5.553594744945376,86.83152152271732,"Punt by Law, C. of 30 yards."
90787,9,2370,1,3:47,OCO,0,3,COL,OCO,4.0,12.0,37.0,5.5502563946779775,86.78971050850157,"Punt by McCormick, M. of 37 yards. Touchback."
183185,16,3897,4,6:49,AUS,34,12,OCO,OCO,4.0,17.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Crisco, A. of 37 yards. Touchback."
125106,12,2791,4,13:29,COL,21,31,YKW,COL,4.0,11.0,37.0,5.5502563946779775,86.78971050850157,"Punt by PuntMachine6, Z. of 37 yards. Touchback."
43794,4,711,4,5:50,SJS,12,18,ARI,SJS,4.0,15.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Ronaldo, C. of 37 yards. Touchback."
7020,1,13,2,6:33,SJS,0,14,OCO,SJS,4.0,12.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Walsh, B. of 37 yards. Touchback."
28125,3,265,4,1:26,YKW,10,20,SJS,YKW,4.0,16.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Blewitt, I. of 37 yards. Touchback."
48978,4,735,3,3:31,LV ,19,10,YKW,YKW,4.0,10.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Gooney, W. of 37 yards. Touchback."
37807,3,310,4,7:33,YKW,7,13,COL,YKW,4.0,10.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Kicksit, B. of 37 yards. Touchback."
198249,17,4295,4,0:00,YKW,16,21,OCO,YKW,4.0,12.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Dasistwirklichseinnachname, A. of 37 yards. Touchback."
24186,2,107,3,6:55,YKW,7,21,OCO,YKW,4.0,14.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Sims, A. of 37 yards. Touchback."
98944,10,2537,2,11:30,COL,7,14,NO ,COL,4.0,15.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Leg, P. of 37 yards. Touchback."
113314,11,2677,4,11:45,PHI,3,6,SJS,PHI,4.0,18.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Corbett, K. of 37 yards. Touchback."
61152,6,1570,4,9:45,NO ,37,21,SJS,SJS,4.0,12.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Lombardi, J. of 37 yards. Touchback."
88218,9,2358,2,7:37,SJS,7,24,YKW,SJS,4.0,10.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Forfeit, N. of 37 yards. Touchback."
195543,17,4218,2,15:00,PHI,10,7,YKW,YKW,4.0,16.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Castleberry, R. of 37 yards. Touchback."
103865,10,2559,4,7:48,OCO,9,12,PHI,OCO,4.0,10.0,37.0,5.5502563946779775,86.78971050850157,"Punt by Meoff, B. of 37 yards. Touchback."
127903,12,2804,3,8:37,OCO,13,31,COL,OCO,4.0,10.0,37.0,5.5502563946779775,86.78971050850157,"Punt by PuntMachine4, Z. of 37 yards. Touchback."
217347,18,4564,4,14:13,OCO,24,0,PHI,OCO,4.0,1.0,79.0,5.547834369,86.74391749293194,"Punt by Frost (R), B. of 44 yards. No return."
129686,12,2884,4,11:46,YKW,23,27,NO ,NO ,4.0,4.0,63.0,5.542412601600001,86.74391749293194,"Punt by Forfeit, N. of 35 yards. No return."
9903,1,27,4,8:44,BAL,10,24,OCO,OCO,4.0,5.0,75.0,5.5395946367999995,86.73595349022419,"Punt by Harris, S. of 57 yards. No return."
47006,4,726,4,14:12,YKW,6,10,BAL,BAL,4.0,15.0,48.0,5.533674433137684,86.72798948751642,"Punt by Lombardi, J. of 48 yards. Touchback."
186043,16,3911,4,15:00,CHI,10,3,AUS,CHI,4.0,2.0,60.0,5.532800000000001,86.72002548480866,"Punt by Crisco, A. of 46 yards."
210375,17,4353,4,11:48,COL,17,47,YKW,YKW,4.0,3.0,72.0,5.525209651200002,86.7120614821009,"Punt by Jones II (R), J. of 37 yards. No return."
23570,2,68,4,11:48,PHI,17,10,BAL,PHI,4.0,5.0,74.0,5.525209651200001,86.7120614821009,"Punt by Turkleton, T. of 37 yards. No return."
100172,10,2542,4,4:28,COL,13,27,YKW,YKW,4.0,8.0,78.0,5.514768921600001,86.6921514753315,"Punt by McCormick, M. of 51 yards. No return."
190140,16,3930,5,12:05,CHI,16,22,NO ,NO ,4.0,2.0,57.0,5.510359825973114,86.68816947397762,"Punt by Fulture, K. of 45 yards. No return."
84407,9,2340,4,11:50,BAL,27,16,PHI,BAL,4.0,2.0,77.0,5.508069600000002,86.68816947397762,"Punt by (R) Meoff, B. of 55 yards."
31673,3,282,4,7:34,YKW,15,13,SJS,YKW,4.0,9.0,74.0,5.501711577600001,86.68418747262375,"Punt by Blewitt, I. of 43 yards."
163388,15,3371,3,3:00,SJS,10,3,YKW,SJS,4.0,1.0,73.0,5.492992,86.6722414685621,"Punt by Harris Jr, S. of 61 yards. No return."
127057,12,2800,4,11:52,PHI,20,21,AZ ,AZ,4.0,6.0,94.0,5.490992332800001,86.6722414685621,"Punt by Fulture, K. of 48 yards."
125502,12,2793,3,3:06,PHI,19,14,OCO,PHI,4.0,1.0,73.0,5.455977376,86.64038545773106,"Punt by PuntBotPunt, Z. of 49 yards. No return."
2112,1,57,4,11:57,OCO,7,27,YKW,YKW,4.0,3.0,62.0,5.448573088800001,86.62843945366942,"Punt by Walsh, B. of 59 yards. No return."
165127,15,3379,4,4:37,SJS,35,17,NO ,SJS,4.0,8.0,78.0,5.439171200400002,86.61649344960777,"Punt by Crisco, A. of 34 yards. No return."
194168,17,4211,3,0:14,AZ ,10,13,AUS,AUS,4.0,2.0,71.0,5.4256206592,86.60852944690001,"Punt by Lawes, S. of 39 yards."
77035,9,2306,4,7:43,YKW,18,26,OCO,OCO,4.0,8.0,78.0,5.4239676048000005,86.60056544419226,"Punt by PuntMachine6, Z. of 50 yards. No return."
2534,1,17,4,4:39,SJS,14,24,YKW,YKW,4.0,7.0,67.0,5.422492513200003,86.60056544419226,"Punt by Laces, K. of 43 yards."
20224,2,117,4,12:01,LV ,13,20,PHI,PHI,4.0,5.0,81.0,5.414918493599999,86.59658344283837,"Punt by Blewitt, I. of 40 yards. No return."
50960,4,744,3,1:42,ARI,0,6,YKW,YKW,4.0,14.0,47.0,5.407677169185619,86.58861944013061,"Punt by Ronaldo, C. of 46 yards. No return."
119756,11,2706,4,7:48,SJS,27,21,PHI,SJS,4.0,7.0,75.0,5.381226188800001,86.55676342929956,"Punt by (R) Fulture, K. of 57 yards."
201899,17,4313,2,12:52,PHI,7,21,CHI,CHI,4.0,9.0,47.0,5.378384365263365,86.508979413053,"Punt by Castleberry, R. of 47 yards. Touchback."
