,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,recTeam,down,distance,dist2goal,surrenderIndex,percentiles,NFLpercentiles,play,result
64903,5,1384,3,13:51,SJS,7,7,COL,SJS,4.0,3.0,47.0,7.173534950577084,86.91936667715214,89.67068848803409,"Punt by Leg, P. of 47 yards. Touchback.",Touchback
242916,16,3873,1,5:47,NO ,7,0,AUS,NO ,4.0,9.0,47.0,7.171179153684486,86.89315298311838,89.63086847449529,"Punt by Crisco, A. of 47 yards. Touchback.",Touchback
217040,14,3241,2,5:52,YKW,10,7,BAL,YKW,4.0,9.0,47.0,7.171179153684486,86.89315298311838,89.63086847449529,"Punt by Frost, A. of 35 yards. No return.",No return
165425,11,2690,1,10:13,AZ ,0,0,NO ,NO ,4.0,2.0,47.0,7.171179153684486,86.89315298311838,89.63086847449529,"Punt by Jackson, D. of 47 yards. Touchback.",Touchback
38901,3,316,1,1:05,OCO,7,0,COL,OCO,4.0,9.0,47.0,7.171179153684486,86.89315298311838,89.63086847449529,"Punt by Kicksit, B. of 47 yards. Touchback.",Touchback
93782,7,1721,2,10:32,SJS,0,7,OCO,OCO,4.0,9.0,47.0,7.171179153684486,86.89315298311838,89.63086847449529,"Punt by Legman3, Z. of 47 yards. Touchback.",Touchback
100062,7,1748,2,8:22,COL,7,7,SJS,SJS,4.0,2.0,47.0,7.171179153684486,86.89315298311838,89.63086847449529,"Punt by McCormick, M. of 34 yards.",Returned
1000,1,52,2,14:18,SJS,7,7,OCO,OCO,4.0,2.0,47.0,7.171179153684486,86.89315298311838,89.63086847449529,"Punt by Laces, K. of 47 yards. Touchback.",Touchback
45785,4,721,1,0:12,PHI,0,7,YKW,YKW,4.0,8.0,47.0,7.171179153684486,86.89315298311838,89.63086847449529,"Punt by Harris, S. of 47 yards. Touchback.",Touchback
113329,8,1884,1,0:37,NO ,10,3,COL,NO ,4.0,8.0,47.0,7.171179153684486,86.89315298311838,89.63086847449529,"Punt by McCormick, M. of 36 yards.",Returned
292792,18,4614,4,6:01,SJS,20,10,PHI,SJS,4.0,4.0,75.0,7.1635815341999995,86.86693928908461,89.57910245689483,"Punt by Frost (R), B. of 45 yards.",Returned
125056,8,1937,4,6:03,NO ,13,24,YKW,YKW,4.0,4.0,82.0,7.1412488154,86.86169655027787,89.56715645283319,"Punt by Leg, P. of 58 yards.",Returned
211348,14,3214,3,7:10,NO ,10,24,PHI,PHI,4.0,8.0,46.0,7.124141238261724,86.85645381147111,89.55521044877155,"Punt by Meoff, B. of 46 yards. Touchback.",Touchback
225039,15,3355,5,11:48,SJS,24,21,YKW,SJS,4.0,10.0,80.0,7.1235067904000005,86.85121107266436,89.55521044877155,"Punt by Harris Jr, S. of 56 yards.",Returned
161810,11,2673,4,12:10,SJS,7,13,OCO,OCO,4.0,2.0,69.0,7.120137600000001,86.84596833385761,89.5472464460638,"Punt by Corbett, K. of 51 yards.",Returned
29771,3,273,4,12:11,BAL,14,20,SJS,SJS,4.0,2.0,72.0,7.1091568288,86.84072559505086,89.5472464460638,"Punt by Turkleton, T. of 54 yards. No return.",No return
247786,16,3895,4,9:09,PHI,17,34,AZ ,AZ,4.0,3.0,73.0,7.098759002400002,86.8354828562441,89.53928244335603,"Punt by Frost, K. of 53 yards.",Returned
186320,12,2918,4,9:09,SJS,24,17,OCO,SJS,4.0,6.0,72.0,7.098759002400001,86.83024011743736,89.53530044200215,"Punt by Anderson, A. of 59 yards.",Returned
85681,6,1608,4,1:40,YKW,17,17,OCO,YKW,4.0,5.0,76.0,7.095599999999999,86.8249973786306,89.53131844064826,"Punt by Madlad, B. of 42 yards. No return.",No return
269282,17,4324,4,9:11,PHI,24,10,OCO,PHI,4.0,2.0,68.0,7.076258997600002,86.81975463982384,89.49149842710946,"Punt by Dasistwirklichseinnachname, A. of 47 yards. No return.",No return
71144,5,1413,4,6:10,YKW,28,38,AZ ,AZ,4.0,6.0,62.0,7.063572599999999,86.81189053161371,89.48751642575559,"Punt by Lombardi, J. of 38 yards. Touchback.",Touchback
258810,17,4209,4,6:10,YKW,17,28,CHI,CHI,4.0,4.0,74.0,7.063572599999999,86.81189053161371,89.48751642575559,"Punt by Bobby (R), K. of 41 yards.",Returned
242172,16,3869,3,9:00,BAL,24,10,YKW,BAL,4.0,4.0,48.0,7.036647832761365,86.80402642340358,89.4636244176323,"Punt by Harris Jr, S. of 48 yards. Touchback.",Touchback
96090,7,1731,4,1:48,NO ,35,35,AZ ,NO ,4.0,5.0,86.0,7.012759065599999,86.79878368459683,89.45167841357066,"Punt by Jackson, D. of 38 yards.",Returned
111025,8,1873,3,0:43,YKW,31,38,OCO,OCO,4.0,10.0,46.0,7.010929659419972,86.79354094579008,89.45167841357066,"Punt by Forfeit, N. of 32 yards. No return.",No return
209931,14,3207,4,11:39,AZ ,6,31,PHI,AZ,4.0,1.0,64.0,7.003899903000001,86.78829820698333,89.4437144108629,"Punt by Fulture, K. of 43 yards.",Returned
151544,10,2551,4,1:50,AZ ,7,28,COL,AZ,4.0,8.0,64.0,6.992170800000001,86.78305546817657,89.4437144108629,"Punt by McCormick, M. of 64 yards. Touchback.",Touchback
90272,6,1629,4,2:15,OCO,14,14,SJS,SJS,4.0,10.0,49.0,6.991594183855424,86.77781272936983,89.4437144108629,"Punt by Madlad, B. of 49 yards. Touchback.",Touchback
728,1,50,4,9:19,YKW,10,21,BAL,BAL,4.0,3.0,92.0,6.9869772504000025,86.77256999056307,89.4437144108629,"Punt by Booter, A. of 43 yards.",Returned
18957,2,104,4,9:20,COL,20,21,ARI,ARI,4.0,5.0,68.0,6.9758976,86.76732725175631,89.43575040815514,"Punt by Kicksit, B. is BLOCKED BY Davis, A.. No return.",No return
242630,16,3871,4,12:24,CHI,23,17,AZ ,CHI,4.0,3.0,61.0,6.968267571200001,86.76208451294957,89.43575040815514,"Punt by Lawes, S. of 61 yards. Touchback.",Touchback
6911,1,12,4,11:41,BAL,31,24,ARI,BAL,4.0,11.0,48.0,6.954171201929455,86.75684177414281,89.43575040815514,"Punt by Nugent, A. of 48 yards. Touchback.",Touchback
224124,15,3351,4,6:20,AZ ,10,31,BAL,AZ,4.0,6.0,83.0,6.953918399999998,86.75159903533606,89.43575040815514,"Punt by Frost, A. of 53 yards.",Returned
96591,7,1733,4,5:07,SJS,19,24,YKW,YKW,4.0,8.0,81.0,6.924752251200002,86.74635629652931,89.40787639867797,"Punt by Blewitt, I. of 54 yards.",Returned
50991,4,744,4,9:25,ARI,7,9,YKW,YKW,4.0,4.0,61.0,6.9207669,86.74111355772256,89.4038943973241,"Punt by Ronaldo, C. of 61 yards. Touchback.",Touchback
180322,12,2890,3,9:53,YKW,7,28,BAL,BAL,4.0,6.0,48.0,6.91750615139021,86.7358708189158,89.4038943973241,"Punt by Forfeit, N. of 35 yards.",Returned
57348,4,774,4,15:00,YKW,13,20,PHI,PHI,4.0,1.0,63.0,6.916,86.72800671070567,89.39991239597022,"Punt by Lombardi, J. of 48 yards. No return.",No return
193878,13,3014,4,15:00,SJS,16,14,AZ ,SJS,4.0,1.0,61.0,6.916,86.72800671070567,89.39991239597022,"Punt by Jackson, D. of 31 yards. No return.",No return
53566,4,756,4,12:29,BAL,12,17,PHI,PHI,4.0,3.0,90.0,6.9149940832,86.72014260249554,89.39393939393939,"Punt by Turkleton, T. of 67 yards.",Returned
291769,18,4609,4,5:09,BAL,23,27,AZ ,AZ,4.0,8.0,71.0,6.9033820336000025,86.71489986368879,89.38000238920081,"Punt by Brand, F. of 55 yards. No return.",No return
297250,19,4728,4,1:59,OCO,27,27,AZ ,AZ,4.0,5.0,68.0,6.9001250892,86.70965712488204,89.38000238920081,"Punt by Z, D. of 44 yards.",Returned
288449,18,4593,4,5:10,OCO,20,24,YKW,YKW,4.0,8.0,65.0,6.8927184,86.70441438607529,89.37602038784694,"Punt by Dasistwirklichseinnachname, A. of 64 yards. Touchback.",Touchback
113728,8,1885,5,14:00,AZ ,24,30,YKW,YKW,4.0,2.0,53.0,6.891561445349093,86.69917164726853,89.37602038784694,"Punt by Jackson, D. of 34 yards.",Returned
47693,4,729,4,6:26,LV ,27,13,COL,LV ,4.0,5.0,72.0,6.888862699199999,86.69392890846179,89.36805638513917,"Punt by Kicksit, B. of 51 yards.",Returned
138322,9,2361,4,9:28,NO ,34,13,AZ ,NO ,4.0,2.0,76.0,6.887902003200001,86.68868616965503,89.36805638513917,"Punt by Jackson, D. of 76 yards. Touchback.",Touchback
80392,6,1584,4,6:28,YKW,23,9,COL,YKW,4.0,4.0,68.0,6.867299750399998,86.68344343084827,89.34018237566201,"Punt by Leg, P. of 54 yards. No return.",No return
8111,1,39,4,9:30,COL,6,13,OCO,OCO,4.0,4.0,63.0,6.8660808,86.67820069204153,89.33221837295424,"Punt by Darkapple, J. of 48 yards. No return.",No return
223832,15,3350,3,10:06,COL,3,21,SJS,SJS,4.0,17.0,42.0,6.86161811755728,86.67295795323477,89.33221837295424,"Punt by Ramero, E. of 42 yards. Touchback.",Touchback
70929,5,1412,4,5:13,LV ,20,24,OCO,OCO,4.0,8.0,61.0,6.860813284800002,86.66771521442801,89.33221837295424,"Punt by Kicksit, B. of 48 yards. No return.",No return
229955,15,3378,4,5:16,OCO,23,21,AZ ,OCO,4.0,7.0,63.0,6.8290366464000005,86.66247247562127,89.27248835264604,"Punt by Jackson, D. of 35 yards.",Returned
135280,9,2347,4,6:35,OCO,16,28,SJS,SJS,4.0,4.0,74.0,6.7923092249999995,86.65722973681451,89.22868633775336,"Punt by Madlad, B. of 61 yards. No return.",No return
143663,10,2515,4,6:36,YKW,21,34,COL,COL,4.0,4.0,70.0,6.781657075200001,86.65198699800776,89.21674033369172,"Punt by PuntMachine6, Z. of 45 yards.",Returned
227153,15,3365,4,14:54,YKW,35,10,NO ,YKW,4.0,10.0,45.0,6.752280493639601,86.646744259201,89.20081232827619,"Punt by Crisco, A. of 45 yards. Touchback.",Touchback
299806,19,4806,3,12:39,PHI,21,9,YKW,PHI,4.0,5.0,48.0,6.7418264565776775,86.64150152039426,89.19284832556843,"Punt by Donaldson, N. of 48 yards. Touchback.",Touchback
155596,10,2570,4,6:40,BAL,28,7,PHI,BAL,4.0,4.0,76.0,6.7392,86.6362587815875,89.18886632421454,"Punt by Meoff, B. of 33 yards.",Returned
113661,8,1885,4,14:02,AZ ,14,17,YKW,YKW,4.0,16.0,47.0,6.738104157882444,86.63101604278074,89.18886632421454,"Punt by Jackson, D. of 31 yards. No return.",No return
76319,6,1566,3,11:50,OCO,62,7,AZ ,OCO,4.0,13.0,42.0,6.737468175261712,86.625773303974,89.18488432286067,"Punt by Law, C. of 30 yards.",Returned
183122,12,2903,4,5:25,NO ,16,18,BAL,BAL,4.0,8.0,66.0,6.734475000000001,86.62053056516724,89.1769203201529,"Punt by Meoff, B. of 43 yards. No return.",No return
293188,18,4616,4,9:43,YKW,34,27,AUS,YKW,4.0,4.0,62.0,6.7259647512,86.61528782636049,89.17293831879903,"Punt by Crisco, A. of 61 yards. Touchback.",Touchback
227097,15,3365,3,13:58,YKW,21,7,NO ,YKW,4.0,5.0,48.0,6.724582731065461,86.61004508755374,89.17293831879903,"Punt by Crisco, A. of 35 yards.",Returned
237197,15,3413,2,5:09,PHI,3,14,BAL,BAL,4.0,6.0,48.0,6.722980456579205,86.5916955017301,89.15501931270657,"Punt by Fulture, K. of 48 yards. Touchback.",Touchback
126067,9,2305,2,2:47,NO ,17,0,AZ ,NO ,4.0,5.0,48.0,6.722980456579205,86.5916955017301,89.15501931270657,"Punt by Jackson, D. of 48 yards. Touchback.",Touchback
137103,9,2356,2,14:08,YKW,10,0,NO ,YKW,4.0,6.0,48.0,6.722980456579205,86.5916955017301,89.15501931270657,"Punt by Blewitt, I. of 43 yards. No return.",No return
285053,18,4577,2,3:28,YKW,24,3,COL,YKW,4.0,4.0,48.0,6.722980456579205,86.5916955017301,89.15501931270657,"Punt by Harris Jr, S. of 47 yards. No return.",No return
190207,13,2997,1,3:01,AZ ,0,10,BAL,BAL,4.0,5.0,48.0,6.722980456579205,86.5916955017301,89.15501931270657,"Punt by Vanderjagt, J. of 48 yards. Touchback.",Touchback
114995,8,1891,2,1:14,NO ,3,14,PHI,PHI,4.0,5.0,48.0,6.722980456579205,86.5916955017301,89.15501931270657,"Punt by Leg, P. of 48 yards. Touchback.",Touchback
244053,16,3878,4,9:45,SJS,17,20,NO ,NO ,4.0,5.0,65.0,6.704672100000001,86.57334591590647,89.12515430255246,"Punt by Donaldson, N. of 44 yards.",Returned
145004,10,2521,4,9:46,NO ,34,17,BAL,NO ,4.0,3.0,75.0,6.6940520256000005,86.56810317709972,89.12117230119858,"Punt by PuntBot, Z. of 41 yards.",Returned
199776,13,3042,4,9:46,AZ ,17,22,NO ,AZ,4.0,6.0,63.0,6.6940520256,86.56286043829296,89.12117230119858,"Punt by Meoff, B. of 63 yards. Touchback.",Touchback
185628,12,2915,3,5:51,YKW,7,13,SJS,YKW,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by (R) Donaldson, N. of 42 yards. Touchback.",Touchback
93572,7,1720,2,13:23,COL,0,9,YKW,COL,4.0,5.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Forfeit, N. of 42 yards. Touchback.",Touchback
102584,7,1759,4,8:20,BAL,14,27,OCO,BAL,4.0,6.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Madlad, B. of 42 yards. Touchback.",Touchback
7030,1,13,2,3:21,SJS,0,14,OCO,SJS,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Walsh, B. of 42 yards. Touchback.",Touchback
7005,1,13,2,12:29,SJS,0,14,OCO,OCO,4.0,15.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Laces, K. of 42 yards. Touchback.",Touchback
20767,2,90,2,10:38,ARI,0,10,BAL,ARI,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Turkleton, T. of 42 yards. Touchback.",Touchback
144551,10,2519,4,10:39,COL,24,14,OCO,OCO,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by PuntMachine4, Z. of 42 yards. Touchback.",Touchback
232574,15,3391,2,3:44,SJS,0,13,PHI,PHI,4.0,17.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Donaldson, N. of 42 yards. Touchback.",Touchback
95920,7,1731,1,2:58,NO ,0,7,AZ ,NO ,4.0,5.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Jackson, D. of 30 yards. No return.",No return
143606,10,2515,3,5:41,YKW,14,27,COL,YKW,4.0,6.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by PuntMachine4, Z. of 42 yards. Touchback.",Touchback
35195,3,298,5,11:07,BAL,20,17,SJS,SJS,4.0,5.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Turkleton, T. of 42 yards. Touchback.",Touchback
141024,9,2374,1,3:22,OCO,0,7,NO ,OCO,4.0,5.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Blewitt, I. of 40 yards.",Returned
112900,8,1882,2,14:19,AZ ,0,13,OCO,OCO,4.0,10.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Jackson, D. of 42 yards. Touchback.",Touchback
245513,16,3885,2,10:32,CHI,0,21,BAL,CHI,4.0,6.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Brand (R), F. of 42 yards. Touchback.",Touchback
58371,4,779,2,2:51,LV ,0,33,ARI,LV ,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Ronaldo, C. of 31 yards. No return.",No return
73382,5,1424,2,6:03,SJS,7,19,PHI,PHI,4.0,14.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Blewitt, I. of 42 yards. Touchback.",Touchback
30969,3,279,3,12:19,PHI,7,45,OCO,PHI,4.0,6.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Sims, A. of 42 yards. Touchback.",Touchback
195639,13,3023,1,1:56,YKW,0,14,BAL,BAL,4.0,23.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Forfeit, N. of 42 yards. Touchback.",Touchback
241977,16,3868,3,1:30,AUS,0,45,BAL,AUS,4.0,6.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Brand (R), F. of 42 yards. Touchback.",Touchback
290348,18,4603,1,7:23,COL,7,0,OCO,OCO,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Harris Jr, S. of 42 yards. Touchback.",Touchback
129137,9,2319,2,6:43,SJS,7,10,OCO,SJS,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Madlad, B. of 42 yards. Touchback.",Touchback
264908,17,4303,3,14:08,YKW,13,17,PHI,YKW,4.0,5.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Castleberry, R. of 42 yards. Touchback.",Touchback
75580,6,1563,2,8:13,AZ ,0,41,BAL,BAL,4.0,10.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Law, C. of 30 yards.",Returned
270300,17,4329,3,4:18,PHI,17,13,COL,COL,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Castleberry, R. of 42 yards. Touchback.",Touchback
278711,18,4546,4,8:32,NO ,20,27,COL,NO ,4.0,5.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by PuntMachine6, Z. of 31 yards. No return.",No return
39124,3,317,1,0:00,YKW,0,3,ARI,YKW,4.0,6.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Ronaldo, C. of 42 yards. Touchback.",Touchback
146464,10,2528,4,14:29,SJS,14,10,PHI,PHI,4.0,6.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Corbett, K. of 42 yards. Touchback.",Touchback
57763,4,776,3,2:48,COL,0,24,YKW,COL,4.0,5.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Lombardi, J. of 42 yards. Touchback.",Touchback
68310,5,1400,2,11:29,PHI,0,14,OCO,OCO,4.0,26.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Harris, S. of 42 yards. Touchback.",Touchback
17362,2,98,1,4:57,ARI,3,0,COL,COL,4.0,6.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Ronaldo, C. of 31 yards. No return.",No return
40739,3,324,2,4:23,COL,10,23,PHI,PHI,4.0,12.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Kicksit, B. of 42 yards. Touchback.",Touchback
255868,16,3934,1,5:35,BAL,0,3,CHI,BAL,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Fulture, K. of 42 yards. Touchback.",Touchback
194305,13,3016,4,6:01,OCO,17,33,YKW,OCO,4.0,6.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Forfeit, N. of 42 yards. Touchback.",Touchback
132759,9,2336,1,1:34,AZ ,0,14,NO ,NO ,4.0,22.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Jackson, D. of 42 yards. Touchback.",Touchback
212431,14,3219,3,4:45,PHI,10,20,OCO,PHI,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Anderson, A. of 42 yards. Touchback.",Touchback
34702,3,296,3,0:21,PHI,6,24,ARI,PHI,4.0,5.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Ronaldo, C. of 42 yards. Touchback.",Touchback
138991,9,2364,4,9:44,COL,21,7,PHI,PHI,4.0,5.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by McCormick, M. of 42 yards. Touchback.",Touchback
50731,4,743,4,13:59,YKW,17,38,SJS,YKW,4.0,5.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Blewitt, I. of 42 yards. Touchback.",Touchback
213807,14,3226,2,11:23,AZ ,7,0,BAL,BAL,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Jackson, D. of 42 yards. Touchback.",Touchback
49201,4,736,3,1:33,COL,14,27,LV ,COL,4.0,6.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Gooney, W. of 42 yards. Touchback.",Touchback
94156,7,1722,4,1:53,BAL,20,24,AZ ,BAL,4.0,4.0,42.0,6.691570691886065,86.45276292335116,89.02361326802851,"Punt by Jackson, D. of 41 yards. No return.",No return
107683,7,1782,4,12:51,OCO,27,21,SJS,OCO,4.0,2.0,91.0,6.6865516448,86.34266540840936,88.91809023215067,"Punt by Blewitt, I. of 35 yards. No return.",No return
64023,5,1380,3,9:37,LV ,13,31,BAL,BAL,4.0,9.0,46.0,6.671551917159164,86.3374226696026,88.90614422808903,"Punt by Kicksit, B. of 46 yards. Touchback.",Touchback
3698,1,35,4,12:53,ARI,14,10,BAL,ARI,4.0,2.0,62.0,6.6662613855999995,86.33217993079585,88.90216222673516,"Punt by Harris, S. of 62 yards. Touchback.",Touchback
232263,15,3389,4,9:49,YKW,7,27,AZ ,AZ,4.0,2.0,72.0,6.662296634400002,86.32693719198909,88.89818022538128,"Punt by Harris Jr, S. of 38 yards.",Returned
156574,10,2575,2,4:08,COL,7,0,OCO,OCO,4.0,14.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by McCormick, M. of 36 yards. Touchback.",Touchback
67960,5,1398,3,8:16,COL,14,49,YKW,COL,4.0,10.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by Lombardi, J. of 36 yards. Touchback.",Touchback
176651,12,2801,4,0:57,NO ,24,40,SJS,NO ,4.0,17.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by (R) Donaldson, N. of 36 yards. Touchback.",Touchback
19724,2,78,3,10:08,ARI,3,13,OCO,ARI,4.0,20.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by Langdon, J. of 36 yards. Touchback.",Touchback
253455,16,3923,1,5:01,NO ,3,7,OCO,NO ,4.0,10.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by Dasistwirklichseinnachname, A. of 36 yards. Touchback.",Touchback
4146,1,41,1,8:41,BAL,9,0,COL,COL,4.0,10.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by Harris, S. of 36 yards. Touchback.",Touchback
174076,11,2729,5,9:38,BAL,36,42,NO ,BAL,4.0,20.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by Meoff, B. of 36 yards. Touchback.",Touchback
63254,5,1376,5,10:20,PHI,34,28,LV ,LV ,4.0,11.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by Harris, S. of 36 yards. Touchback.",Touchback
285320,18,4578,3,3:37,PHI,31,10,CHI,CHI,4.0,10.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by Frost (R), B. of 36 yards. Touchback.",Touchback
95721,7,1730,2,13:10,OCO,7,3,PHI,PHI,4.0,27.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by Madlad, B. of 36 yards. Touchback.",Touchback
96515,7,1733,3,10:42,SJS,9,17,YKW,SJS,4.0,10.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by Forfeit, N. of 36 yards. Touchback.",Touchback
239066,16,3855,2,9:48,YKW,14,7,CHI,CHI,4.0,10.0,36.0,6.6603076736135725,86.2928593897452,88.87030621590411,"Punt by Harris Jr, S. of 36 yards. Touchback.",Touchback
313116,19,4869,4,9:50,CHI,6,27,SJS,SJS,4.0,2.0,72.0,6.651746400000001,86.25616021809793,88.83446820371918,"Punt by Fulture, K. of 56 yards. No return.",No return
73036,5,1422,4,9:50,COL,6,20,BAL,BAL,4.0,2.0,72.0,6.651746400000001,86.25616021809793,88.83446820371918,"Punt by Leg, P. of 49 yards.",Returned
222800,15,3345,3,0:29,BAL,16,10,YKW,BAL,4.0,1.0,71.0,6.643105244,86.2482961098878,88.83048620236531,"Punt by Harris Jr, S. of 32 yards. No return.",No return
54203,4,759,4,9:51,SJS,0,32,OCO,OCO,4.0,2.0,60.0,6.641213589600001,86.24305337108105,88.82252219965754,"Punt by Blewitt, I. of 46 yards.",Returned
137836,9,2359,3,5:26,NO ,20,7,COL,NO ,4.0,12.0,43.0,6.630896123730586,86.2378106322743,88.81854019830367,"Punt by McCormick, M. of 30 yards. No return.",No return
96075,7,1731,4,5:35,NO ,27,35,AZ ,AZ,4.0,9.0,64.0,6.6307514,86.22994652406418,88.81854019830367,"Punt by Leg, P. of 36 yards. Touchback.",Touchback
28768,3,268,4,5:35,PHI,17,20,BAL,BAL,4.0,9.0,79.0,6.6307514,86.22994652406418,88.81854019830367,"Punt by Harris, S. of 40 yards. No return.",No return
50293,4,741,4,12:57,COL,14,19,PHI,PHI,4.0,3.0,62.0,6.6259173344,86.22208241585405,88.81455819694979,"Punt by Kicksit, B. of 62 yards. Touchback.",Touchback
39223,3,317,3,1:26,YKW,9,13,ARI,ARI,4.0,10.0,46.0,6.623386305846886,86.21683967704729,88.81455819694979,"Punt by Lombardi, J. of 46 yards. Touchback.",Touchback
219793,14,3254,3,5:34,OCO,27,14,NO ,OCO,4.0,5.0,49.0,6.618334442120759,86.21159693824053,88.8105761955959,"Punt by Meoff, B. of 30 yards. No return.",No return
110112,8,1869,4,6:52,SJS,13,31,AZ ,AZ,4.0,5.0,75.0,6.6132775296,86.20635419943379,88.80261219288815,"Punt by Blewitt, I. of 72 yards. No return.",No return
92481,7,1714,4,5:37,BAL,16,17,NO ,NO ,4.0,9.0,77.0,6.610175755200001,86.20111146062703,88.80261219288815,"Punt by PuntBot, Z. of 46 yards. No return.",No return
161797,11,2673,3,0:34,SJS,7,6,OCO,SJS,4.0,1.0,61.0,6.597847584,86.19586872182028,88.79863019153427,"Punt by (R) Anderson, A. of 61 yards. Touchback.",Touchback
284258,18,4573,4,13:01,BAL,14,20,CHI,CHI,4.0,2.0,67.0,6.5858875488000015,86.19062598301353,88.78270218611874,"Punt by Brand, F. of 38 yards.",Returned
144565,10,2519,4,6:56,COL,24,14,OCO,COL,4.0,6.0,62.0,6.5717839872,86.18538324420678,88.78270218611874,"Punt by Madlad, B. of 62 yards. Touchback.",Touchback
8493,1,14,3,0:38,BAL,10,16,YKW,YKW,4.0,1.0,62.0,6.562015712,86.18014050540002,88.78270218611874,"Punt by Harris, S. of 59 yards. No return.",No return
135734,9,2349,4,6:57,BAL,28,13,COL,BAL,4.0,6.0,72.0,6.561447996599999,86.17489776659326,88.77872018476486,"Punt by McCormick, M. of 53 yards.",Returned
107934,7,1783,4,5:43,AZ ,17,19,NO ,AZ,4.0,7.0,78.0,6.548785588800001,86.16965502778652,88.77872018476486,"Punt by Leg, P. of 55 yards. No return.",No return
186570,12,2919,4,5:44,NO ,27,26,COL,NO ,4.0,8.0,64.0,6.5386029056,86.16441228897976,88.77473818341099,"Punt by Leg, P. of 63 yards. Touchback.",Touchback
227585,15,3367,4,10:02,AZ ,19,34,BAL,AZ,4.0,3.0,73.0,6.5264985408000005,86.159169550173,88.76279217934935,"Punt by Frost, A. of 48 yards.",Returned
137453,9,2357,4,9:19,OCO,31,21,BAL,OCO,4.0,10.0,48.0,6.5240710423614905,86.15392681136626,88.76279217934935,"Punt by Turkleton, T. of 35 yards. No return.",No return
146092,10,2526,4,10:03,BAL,27,21,COL,BAL,4.0,5.0,75.0,6.516173695200001,86.1486840725595,88.75482817664158,"Punt by McCormick, M. of 34 yards.",Returned
