,S,gameID,homeTeam,awayTeam,teamPoss,Q,time,totTime,awayScore,homeScore,down,distance,dist2goal,play
105,17,4217,OCO,AUS,OCO,2,0:14,1814,3,16,,,89,"Kickoff of 68 yards. Returned by Blaze, J. for 9 yards."
106,17,4217,OCO,AUS,OCO,2,0:08,1808,3,16,1,10,89,"Rush by Reed, A. for 0 yds. Tackle by Wizardry, D.."
107,17,4217,OCO,AUS,OCO,2,0:08,1808,3,16,2,10,89,Orange County Otters : Timeout
108,17,4217,OCO,AUS,OCO,2,0:02,1802,3,16,2,10,89,"Rush by Reed, A. for a short gain. Tackle by Jensen, C.."
109,17,4217,OCO,AUS,BAL,3,15:00,1800,3,16,,,30,"Crisco, A. kicks off."
110,17,4217,OCO,AUS,OCO,3,15:00,1800,3,16,,,,The kick sails into the endzone.
111,17,4217,OCO,AUS,OCO,3,15:00,1800,3,16,,,,"Sunnycursed, N. takes it out of the endzone!"
112,17,4217,OCO,AUS,OCO,3,15:00,1800,3,16,,,71,"Kickoff of 77 yards. Returned by Sunnycursed, N. for 29 yards."
113,17,4217,OCO,AUS,OCO,3,14:55,1795,3,16,1,10,71,"Pass by Armstrong (R), F. to Sunnycursed, N. falls incomplete."
114,17,4217,OCO,AUS,OCO,3,14:52,1792,3,16,2,10,71,"Pass by Armstrong (R), F., complete to Reed, A. for 2 yds. Tackle by Bakshi, S.."
115,17,4217,OCO,AUS,OCO,3,14:16,1756,3,16,3,13,74,"Otters Penalty on Johns, A.: False Start."
116,17,4217,OCO,AUS,OCO,3,14:16,1756,3,16,3,13,74,"Pass by Armstrong (R), F. to Blaze, J. falls incomplete."
117,17,4217,OCO,AUS,BAL,3,14:11,1751,3,16,4,13,26,"Punt by Dasistwirklichseinnachname, A. of 46 yards. No return."
118,17,4217,OCO,AUS,BAL,3,14:03,1743,3,16,1,10,27,"Rush by Owens, A. for 4 yds. Tackle by Hobbs, S.."
119,17,4217,OCO,AUS,BAL,3,13:41,1721,3,16,2,6,31,"Rush by Owens, A. for 3 yds. Tackle by Skarsgard, T.."
120,17,4217,OCO,AUS,BAL,3,13:24,1704,3,16,3,3,34,"Rush by Mendonca, M. for 4 yds. Tackle by Grievous, L.."
121,17,4217,OCO,AUS,BAL,3,12:50,1670,3,16,1,10,38,"Rush by Mendonca, M. for 5 yds. Tackle by Hobbs, S.."
122,17,4217,OCO,AUS,BAL,3,12:27,1647,3,16,2,5,43,"Rush by Mendonca, M. for 6 yds. Tackle by Rice, J.."
123,17,4217,OCO,AUS,BAL,3,11:54,1614,3,16,1,10,49,"Rush by Mendonca, M. for 4 yds. Tackle by Ramsey Jr., G.."
124,17,4217,OCO,AUS,BAL,3,11:29,1589,3,16,2,6,46,"Pass by Cole, E. to Owens, A. falls incomplete."
125,17,4217,OCO,AUS,BAL,3,11:22,1582,3,16,3,6,46,"Pass by Cole, E., complete to Larson, P. for a short gain. Tackle by Ramsey Jr., G.."
126,17,4217,OCO,AUS,OCO,3,10:51,1551,3,16,4,6,46,"Punt by Crisco, A. of 46 yards. Touchback."
127,17,4217,OCO,AUS,OCO,3,10:46,1546,3,16,1,10,80,"Rush by Reed, A. for 0 yds. Tackle by Snider, N.."
128,17,4217,OCO,AUS,OCO,3,10:31,1531,3,16,2,10,80,"Pass by Armstrong (R), F., complete to Reed, A. for 7 yds. Tackle by Bakshi, S.."
129,17,4217,OCO,AUS,OCO,3,10:07,1507,3,16,3,3,73,"Pass by Armstrong (R), F. to Pitcher, A. is incomplete. Broken up by Edmond, H.."
130,17,4217,OCO,AUS,BAL,3,10:01,1501,3,16,4,3,27,"Punt by Dasistwirklichseinnachname, A. of 44 yards."
131,17,4217,OCO,AUS,BAL,3,10:01,1501,3,16,,,,"Returned by Lavelle Jr., D. for 15 yards."
132,17,4217,OCO,AUS,BAL,3,9:49,1489,3,16,1,10,44,"Pass by Cole, E., complete to Owens, A. for 10 yds. Tackle by Showbiz, G.."
133,17,4217,OCO,AUS,BAL,3,8:54,1434,3,16,1,10,46,"Pass by Cole, E., to Larson, P.. INTERCEPTION by Grievous, L. at the OCO - 39 yard line and returned for 0 yards."
134,17,4217,OCO,AUS,OCO,3,8:32,1412,3,16,1,10,61,"Pass by Armstrong (R), F. to Blaze, J. was dropped! Incomplete."
135,17,4217,OCO,AUS,OCO,3,8:29,1409,3,16,2,10,61,"Pass by Armstrong (R), F., complete to Blaze, J. for 17 yds. Tackle by Robertson, A.."
136,17,4217,OCO,AUS,OCO,3,7:42,1362,3,16,1,10,44,"Pass by Armstrong (R), F., complete to Reed, A. for 5 yds. Tackle by Robertson, A.."
137,17,4217,OCO,AUS,OCO,3,7:16,1336,3,16,2,5,39,"Pass by Armstrong (R), F., complete to Reed, A. for -1 yds. Tackle by Edmond, H.."
138,17,4217,OCO,AUS,OCO,3,6:51,1311,3,16,3,6,40,"Pass by Armstrong (R), F., complete to Blaze, J. for 19 yds. Tackle by Jensen, C.."
139,17,4217,OCO,AUS,OCO,3,6:00,1260,3,16,1,10,21,"Rush by Reed, A. for a short gain. Tackle by Kuusela, G.."
140,17,4217,OCO,AUS,OCO,3,5:52,1252,3,16,2,10,21,"Pass by Armstrong (R), F., complete to Sunnycursed, N. for 21 yds."
141,17,4217,OCO,AUS,OCO,3,5:15,1215,3,23,,,,TOUCHDOWN! (Dasistwirklichseinnachname kick good)
142,17,4217,OCO,AUS,OCO,3,5:15,1215,3,23,,,70,"Dasistwirklichseinnachname, A. kicks off."
143,17,4217,OCO,AUS,BAL,3,5:15,1215,3,23,,,29,"Kickoff of 61 yards. Returned by Owens, A. for 20 yards."
144,17,4217,OCO,AUS,BAL,3,5:08,1208,3,23,1,10,29,"Pass by Cole, E., complete to Mendonca, M. for 2 yds. Tackle by Ginsberg, D.."
145,17,4217,OCO,AUS,BAL,3,4:39,1179,3,23,2,8,31,"Rush by Mendonca, M. for 4 yds. Tackle by Ramsey Jr., G.."
146,17,4217,OCO,AUS,BAL,3,4:19,1159,3,23,3,4,35,"Rush by Mendonca, M. for 3 yds. Tackle by Hobbs, S.."
147,17,4217,OCO,AUS,OCO,3,3:49,1129,3,23,4,1,62,"Punt by Crisco, A. of 62 yards. Touchback."
148,17,4217,OCO,AUS,OCO,3,3:44,1124,3,23,1,10,80,"Rush by Reed, A. for 5 yds. Tackle by Bakshi, S.."
149,17,4217,OCO,AUS,OCO,3,3:27,1107,3,23,2,5,75,"Pass by Armstrong (R), F., complete to Blaze, J. for 21 yds. Tackle by Castle, S.."
150,17,4217,OCO,AUS,OCO,3,2:31,1051,3,23,1,10,54,"Rush by Reed, A. for 6 yds. Tackle by Bakshi, S.."
151,17,4217,OCO,AUS,OCO,3,2:08,1028,3,23,2,4,48,"Rush by Reed, A. for 2 yds. Tackle by Wizardry, D.."
152,17,4217,OCO,AUS,OCO,3,1:52,1012,3,23,3,2,46,"Pass by Armstrong (R), F. to Mongo (R), H. falls incomplete."
153,17,4217,OCO,AUS,BAL,3,1:45,1005,3,23,4,2,46,"Punt by Dasistwirklichseinnachname, A. of 46 yards. Touchback."
154,17,4217,OCO,AUS,BAL,3,1:40,1000,3,23,1,10,20,"Rush by Mendonca, M. for 11 yds. Tackle by Ramsey Jr., G.."
155,17,4217,OCO,AUS,BAL,3,1:12,972,3,23,1,15,26,"Copperheads Penalty on Tidwell, R.: Illegal Substitution"
156,17,4217,OCO,AUS,BAL,3,1:12,972,3,23,1,15,26,"Pass by Cole, E., complete to Larson, P. for 5 yds. Tackle by Hobbs, S.."
157,17,4217,OCO,AUS,BAL,3,0:33,933,3,23,2,10,31,"Pass by Cole, E. to Anoa'i, D. falls incomplete."
158,17,4217,OCO,AUS,BAL,3,0:27,927,3,23,3,10,31,"Pass by Cole, E., complete to Owens, A. for 8 yds. Tackle by Ramsey Jr., G.."
159,17,4217,OCO,AUS,BAL,4,15:00,900,3,23,4,2,39,"Rush by Owens, A. for 3 yds. Tackle by Ginsberg, D.."
160,17,4217,OCO,AUS,BAL,4,14:31,871,3,23,1,10,42,"Pass by Cole, E., complete to Owens, A. for 4 yds. Tackle by Ginsberg, D.."
161,17,4217,OCO,AUS,BAL,4,13:51,831,3,23,2,6,46,"Rush by Owens, A. for 1 yds. Tackle by Grievous, L.."
162,17,4217,OCO,AUS,BAL,4,13:33,813,3,23,3,5,47,"Rush by Owens, A. for 3 yds. Tackle by Rice, J.."
163,17,4217,OCO,AUS,OCO,4,13:06,786,3,23,4,2,50,"Punt by Crisco, A. of 50 yards. Touchback."
164,17,4217,OCO,AUS,OCO,4,13:01,781,3,23,1,10,80,"Pass by Armstrong (R), F., complete to Blaze, J. for 8 yds. Tackle by Edmond, H.."
165,17,4217,OCO,AUS,OCO,4,12:28,748,3,23,2,2,72,"Pass by Armstrong (R), F., complete to Sunnycursed, N. for 23 yds. Tackle by Okura, T.."
166,17,4217,OCO,AUS,OCO,4,11:41,701,3,23,1,10,49,"Rush by Pitcher, A. for 11 yds. Tackle by Jensen, C.."
167,17,4217,OCO,AUS,OCO,4,11:15,675,3,23,1,10,38,"Armstrong (R), F. SACKED by Grayson Kuusela - DE for -6 yds."
168,17,4217,OCO,AUS,OCO,4,10:47,647,3,23,2,16,44,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 17 yds. Tackle by Jensen, C.."
169,17,4217,OCO,AUS,OCO,4,10:08,608,3,23,1,5,22,"Copperheads Penalty on Jensen, C.: Too many men on the field."
170,17,4217,OCO,AUS,OCO,4,10:08,608,3,23,1,5,22,"Pass by Armstrong (R), F. to Blaze, J. falls incomplete."
171,17,4217,OCO,AUS,OCO,4,10:03,603,3,23,2,5,22,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 7 yds. Tackle by Edmond, H.."
172,17,4217,OCO,AUS,OCO,4,9:35,575,3,23,1,10,15,"Pass by Armstrong (R), F., complete to Pitcher, A. for 3 yds. Tackle by Bakshi, S.."
173,17,4217,OCO,AUS,OCO,4,9:14,554,3,23,2,7,12,"Pass by Armstrong (R), F., complete to Pitcher, A. for 7 yds. Tackle by Bakshi, S.."
174,17,4217,OCO,AUS,OCO,4,8:45,525,3,23,1,5,5,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 5 yds."
175,17,4217,OCO,AUS,OCO,4,8:30,510,3,30,,,,TOUCHDOWN! (Dasistwirklichseinnachname kick good)
176,17,4217,OCO,AUS,OCO,4,8:30,510,3,30,,,70,"Dasistwirklichseinnachname, A. kicks off."
177,17,4217,OCO,AUS,BAL,4,8:30,510,3,30,,,,The kick sails into the endzone.
178,17,4217,OCO,AUS,BAL,4,8:30,510,3,30,,,,"Lavelle Jr., D. takes it out of the endzone!"
179,17,4217,OCO,AUS,BAL,4,8:30,510,3,30,,,,"Lavelle Jr., D. takes it down the middle."
180,17,4217,OCO,AUS,BAL,4,8:30,510,3,30,,,,"Lavelle Jr., D. is finally brought down. A 37 yard return."
181,17,4217,OCO,AUS,BAL,4,8:22,502,3,30,1,10,37,"Rush by Mendonca, M. for 13 yds. Tackle by Hobbs, S.."
182,17,4217,OCO,AUS,BAL,4,7:44,464,3,30,1,10,49,"Cole, E. SACKED by Thorian Skarsgard - DT for -6 yds."
183,17,4217,OCO,AUS,BAL,4,6:59,419,3,30,2,16,44,"Rush by Owens, A. for 8 yds. Tackle by Schneider, D.."
184,17,4217,OCO,AUS,BAL,4,6:29,389,3,30,3,8,47,"Pass by Cole, E., complete to Mendonca, M. for 10 yds. Tackle by Schneider, D.."
185,17,4217,OCO,AUS,BAL,4,5:56,356,3,30,1,10,37,"Rush by Mendonca, M. for 8 yds. Tackle by Grievous, L.."
186,17,4217,OCO,AUS,BAL,4,5:32,332,3,30,2,2,29,"Rush by Owens, A. for 5 yds. Tackle by Ramsey Jr., G.."
187,17,4217,OCO,AUS,BAL,4,5:02,302,3,30,1,10,24,"Pass by Cole, E., complete to Tidwell, R. for 14 yds. Tackle by Showbiz, G.."
188,17,4217,OCO,AUS,BAL,4,4:19,259,3,30,1,10,10,"Rush by Owens, A. for 1 yds. Tackle by Salami, T.."
189,17,4217,OCO,AUS,BAL,4,3:59,239,3,30,2,9,9,"Rush by Owens, A. for 4 yds. Tackle by Rice, J.."
190,17,4217,OCO,AUS,BAL,4,3:31,211,3,30,3,5,5,"Rush by Mendonca, M. for 3 yds. Tackle by Ramsey Jr., G.."
191,17,4217,OCO,AUS,BAL,4,3:17,197,3,30,4,2,2,Rush by Ashley Owens for 2 yds.
192,17,4217,OCO,AUS,BAL,4,3:06,186,10,30,,,,TOUCHDOWN! (Crisco kick good)
193,17,4217,OCO,AUS,OCO,4,3:06,186,10,30,,,44,"Onsides Kickoff by Crisco, A. of 15 yards. Returned by Reed, A. for 1 yards."
194,17,4217,OCO,AUS,OCO,4,3:02,182,10,30,1,10,44,"Pass by Armstrong (R), F. to Blaze, J. was dropped! Incomplete."
195,17,4217,OCO,AUS,OCO,4,2:57,177,10,30,2,10,44,"Pass by Armstrong (R), F., complete to Sunnycursed, N. for 10 yds. Tackle by Lavelle Jr., D.."
196,17,4217,OCO,AUS,OCO,4,2:18,138,10,30,1,10,34,"Pass by Armstrong (R), F. to Blaze, J. falls incomplete."
197,17,4217,OCO,AUS,OCO,4,2:12,132,10,30,2,10,34,"Pass by Armstrong (R), F., complete to Mongo (R), H. for 19 yds. Tackle by Okura, T.."
198,17,4217,OCO,AUS,OCO,4,1:17,77,10,30,1,10,15,"Rush by Armstrong (R), F. for 1 yds. Tackle by Wizardry, D.."
199,17,4217,OCO,AUS,OCO,4,0:48,48,10,30,2,9,14,"Rush by Armstrong (R), F. for 8 yds. Tackle by Bakshi, S.."
200,17,4217,OCO,AUS,OCO,4,0:26,26,10,30,3,1,6,Rush by Apollo Reed for 6 yds.
201,17,4217,OCO,AUS,OCO,4,0:10,10,10,37,,,,TOUCHDOWN! (Dasistwirklichseinnachname kick good)
202,17,4217,OCO,AUS,BAL,4,0:10,10,10,37,,,,"Kickoff by Dasistwirklichseinnachname, A. deep into the endzone. Lavelle Jr., D. kneels for a touchback."
203,17,4217,OCO,AUS,BAL,4,0:10,10,10,37,1,10,20,"Pass by Cole, E., complete to Mendonca, M. for 6 yds. Tackle by Rice, J.."
0,17,4218,YKW,PHI,YKW,1,15:00,3600,0,0,,,70,"Bobby (R), K. kicks off."
1,17,4218,YKW,PHI,PHI,1,15:00,3600,0,0,,,67,"Kickoff of 65 yards. Returned by Garnett, L. for 28 yards."
2,17,4218,YKW,PHI,PHI,1,14:53,3593,0,0,1,10,67,"Pass by Falconi, A., complete to Jones, V. for 5 yds. Tackle by Brown, M.."
3,17,4218,YKW,PHI,PHI,1,14:20,3560,0,0,2,5,62,"Pass by Falconi, A., complete to Jones, V. for 43 yds. Tackle by Kroustis, G.."
4,17,4218,YKW,PHI,PHI,1,13:03,3483,0,0,1,10,19,"Pass by Falconi, A., complete to Hardwick, S. for 15 yds. Tackle by Storm, J.."
5,17,4218,YKW,PHI,PHI,1,12:10,3430,0,0,1,4,4,"Pass by Falconi, A. to von Matt, J. is incomplete. Broken up by Selich, A.."
6,17,4218,YKW,PHI,PHI,1,12:07,3427,0,0,2,4,4,"Rush by Brown, M. for 0 yds. Tackle by Alexander, N.."
7,17,4218,YKW,PHI,PHI,1,11:51,3411,0,0,3,4,4,"Pass by Falconi, A. to Jones, V. is incomplete. Broken up by Grithead, D.."
8,17,4218,YKW,PHI,PHI,1,11:48,3408,3,0,4,4,4,"21 yard FG by Castleberry, R. is good."
9,17,4218,YKW,PHI,PHI,1,11:48,3408,3,0,,,70,"Castleberry, R. kicks off."
10,17,4218,YKW,PHI,YKW,1,11:48,3408,3,0,,,,"Snuggles, J. takes it down the right side."
11,17,4218,YKW,PHI,YKW,1,11:48,3408,3,0,,,,"Snuggles, J. is finally brought down. A 32 yard return."
12,17,4218,YKW,PHI,YKW,1,11:38,3398,3,0,1,10,66,"Pass by Bigsby, C. to Canton, J. is incomplete. Broken up by Hardshaft, R.."
13,17,4218,YKW,PHI,YKW,1,11:31,3391,3,0,2,10,66,"Rush by Canton, J. for 2 yds. Tackle by Smyles, L.."
14,17,4218,YKW,PHI,YKW,1,11:22,3382,3,0,3,8,64,"Pass by Bigsby, C., to Swift, N.. INTERCEPTION by D'Attoria V, R. at the YKW - 48 yard line and returned for 10 yards."
15,17,4218,YKW,PHI,PHI,1,10:53,3353,3,0,1,10,38,"Pass by Falconi, A. to Varga, N. falls incomplete."
16,17,4218,YKW,PHI,PHI,1,10:50,3350,3,0,2,10,38,"Pass by Falconi, A., complete to von Matt, J. for 18 yds. Tackle by Storm, J.."
17,17,4218,YKW,PHI,PHI,1,9:49,3289,3,0,1,10,20,"Rush by Brown, M. for 7 yds. Tackle by Selich, A.."
18,17,4218,YKW,PHI,PHI,1,9:28,3268,3,0,2,3,13,"Rush by Brown, M. for 8 yds. Tackle by Brown, M.."
19,17,4218,YKW,PHI,PHI,1,9:00,3240,3,0,1,5,5,"Pass by Falconi, A., complete to Hardwick, S. for 5 yds."
20,17,4218,YKW,PHI,PHI,1,8:39,3219,10,0,,,,TOUCHDOWN! (Castleberry kick good)
21,17,4218,YKW,PHI,PHI,1,8:39,3219,10,0,,,70,"Castleberry, R. kicks off."
22,17,4218,YKW,PHI,YKW,1,8:39,3219,10,0,,,62,"Kickoff of 62 yards. Returned by Snuggles, J. for 30 yards."
23,17,4218,YKW,PHI,YKW,1,8:29,3209,10,0,1,10,62,"Pass by Bigsby, C., complete to Swift, N. for 9 yds. Tackle by Emoji, E.."
24,17,4218,YKW,PHI,YKW,1,8:00,3180,10,0,2,1,53,"Rush by Canton, J. for 7 yds. Tackle by D'Attoria V, R.."
25,17,4218,YKW,PHI,YKW,1,7:43,3163,10,0,1,10,46,"Pass by Bigsby, C. to Swift, N. falls incomplete."
26,17,4218,YKW,PHI,YKW,1,7:36,3156,10,0,2,10,46,"Pass by Bigsby, C., complete to Helanen, T. for 13 yds. Tackle by McMorris (R), J.."
27,17,4218,YKW,PHI,YKW,1,6:59,3119,10,0,1,10,33,"Pass by Bigsby, C., complete to Canton, J. for 29 yds. Tackle by Emoji, E.."
28,17,4218,YKW,PHI,YKW,1,6:11,3071,10,0,1,4,4,Rush by Morgan Marshall for 4 yds.
29,17,4218,YKW,PHI,YKW,1,5:58,3058,10,7,,,,TOUCHDOWN! (Bobby (R) kick good)
30,17,4218,YKW,PHI,YKW,1,5:58,3058,10,7,,,70,"Bobby (R), K. kicks off."
31,17,4218,YKW,PHI,PHI,1,5:58,3058,10,7,,,95,"Kickoff of 68 yards. Returned by Emoji, E. for 3 yards."
32,17,4218,YKW,PHI,PHI,1,5:54,3054,10,7,1,10,95,"Pass by Falconi, A. to Brown, M. was dropped! Incomplete."
33,17,4218,YKW,PHI,PHI,1,5:50,3050,10,7,2,10,95,"Pass by Falconi, A. to von Matt, J. falls incomplete."
34,17,4218,YKW,PHI,PHI,1,5:45,3045,10,7,3,10,95,"Pass by Falconi, A. to von Matt, J. falls incomplete."
35,17,4218,YKW,PHI,YKW,1,5:39,3039,10,7,4,10,95,"Punt by Castleberry, R. of 61 yards."
36,17,4218,YKW,PHI,YKW,1,5:39,3039,10,7,,,,"Returned by Snuggles, J. for 6 yards."
37,17,4218,YKW,PHI,YKW,1,5:30,3030,10,7,1,10,60,"Pass by Bigsby, C. to Parker, J. falls incomplete."
38,17,4218,YKW,PHI,YKW,1,5:26,3026,10,7,2,10,60,"Rush by Marshall, M. for a short gain. Tackle by McGwire, A.."
39,17,4218,YKW,PHI,YKW,1,5:15,3015,10,7,3,10,60,"Pass by Bigsby, C., complete to Parker, J. for 7 yds. Tackle by Bohne, D.."
40,17,4218,YKW,PHI,PHI,1,4:50,2990,10,7,4,3,53,"Punt by Bobby (R), K. of 38 yards. No return."
41,17,4218,YKW,PHI,PHI,1,4:44,2984,10,7,1,10,85,"Pass by Falconi, A., complete to Varga, N. for 8 yds. Tackle by Storm, J.."
42,17,4218,YKW,PHI,PHI,1,4:15,2955,10,7,2,2,77,"Pass by Falconi, A., complete to Hardwick, S. for 10 yds. Tackle by Storm, J.."
43,17,4218,YKW,PHI,PHI,1,3:41,2921,10,7,1,10,67,"Pass by Falconi, A., complete to Brown, M. for 14 yds. Tackle by Selich, A.."
44,17,4218,YKW,PHI,PHI,1,2:44,2864,10,7,1,10,53,"Pass by Falconi, A., complete to Jones, V. for 10 yds. Tackle by Kroustis, G.."
45,17,4218,YKW,PHI,PHI,1,2:13,2833,10,7,1,20,53,"Liberty Penalty on Varga, N.: Offensive Pass Interference"
46,17,4218,YKW,PHI,PHI,1,1:49,2809,10,7,1,20,53,"Rush by Brown, M. for 12 yds. Tackle by Kroustis, G.."
47,17,4218,YKW,PHI,PHI,1,1:07,2767,10,7,2,8,41,"Pass by Falconi, A., complete to Jones, V. for 10 yds. Tackle by Grithead, D.."
48,17,4218,YKW,PHI,PHI,1,0:22,2722,10,7,1,10,31,"Pass by Falconi, A. to Jones, V. falls incomplete."
49,17,4218,YKW,PHI,PHI,1,0:16,2716,10,7,2,10,31,"Falconi, A. SACKED by Danny Grithead - FS for -6 yds."
50,17,4218,YKW,PHI,PHI,1,0:00,2700,10,7,3,16,37,"Pass by Falconi, A. to Jones, V. falls incomplete."
51,17,4218,YKW,PHI,YKW,2,15:00,2700,10,7,4,16,37,"Punt by Castleberry, R. of 37 yards. Touchback."
52,17,4218,YKW,PHI,YKW,2,14:57,2697,10,7,1,10,80,"Rush by Canton, J. for 7 yds. Tackle by D'Attoria V, R.."
53,17,4218,YKW,PHI,YKW,2,14:39,2679,10,7,2,3,73,"Pass by Bigsby, C. to Canton, J. falls incomplete."
54,17,4218,YKW,PHI,YKW,2,14:34,2674,10,7,3,3,73,"Rush by Marshall, M. for 4 yds. Tackle by Stokeley, G.."
55,17,4218,YKW,PHI,YKW,2,14:16,2656,10,7,1,10,69,"Pass by Bigsby, C. to Swift, N. falls incomplete."
56,17,4218,YKW,PHI,YKW,2,14:12,2652,10,7,2,10,69,"Rush by Marshall, M. for 5 yds. Tackle by Stokeley, G.."
57,17,4218,YKW,PHI,YKW,2,13:53,2633,10,7,3,5,64,"Bigsby, C. SACKED by Richard D'Attoria V - FS for -6 yds."
58,17,4218,YKW,PHI,PHI,2,13:29,2609,10,7,4,11,70,"Punt by Bobby (R), K. of 50 yards."
59,17,4218,YKW,PHI,PHI,2,13:29,2609,10,7,,,,"Returned by Emoji, E. for 17 yards."
60,17,4218,YKW,PHI,PHI,2,13:20,2600,10,7,1,10,63,"Pass by Falconi, A. to Hank, F. falls incomplete."
61,17,4218,YKW,PHI,PHI,2,13:16,2596,10,7,2,10,63,"Falconi, A. throws the ball away to avoid the sack."
62,17,4218,YKW,PHI,PHI,2,12:58,2578,10,7,3,10,63,"Pass by Falconi, A., complete to Jones, V. for 32 yds. Tackle by Brown, M.."
63,17,4218,YKW,PHI,PHI,2,11:59,2519,10,7,1,10,31,"Rush by Brown, M. for 1 yds. Tackle by Maulolo, C.."
64,17,4218,YKW,PHI,PHI,2,11:42,2502,10,7,2,9,30,"Pass by Falconi, A., complete to Varga, N. for 23 yds. Tackle by Storm, J.."
65,17,4218,YKW,PHI,PHI,2,11:02,2462,10,7,1,7,7,"Pass by Falconi, A. to von Matt, J. falls incomplete."
66,17,4218,YKW,PHI,PHI,2,10:55,2455,10,7,2,7,7,"Pass by Falconi, A., complete to Varga, N. for 7 yds."
67,17,4218,YKW,PHI,PHI,2,10:35,2435,17,7,,,,TOUCHDOWN! (Castleberry kick good)
68,17,4218,YKW,PHI,PHI,2,10:35,2435,17,7,,,70,"Castleberry, R. kicks off."
69,17,4218,YKW,PHI,YKW,2,10:35,2435,17,7,,,66,"Kickoff of 64 yards. Returned by Snuggles, J. for 28 yards."
70,17,4218,YKW,PHI,YKW,2,10:28,2428,17,7,1,10,66,"Bigsby, C. throws the ball away to avoid the sack."
71,17,4218,YKW,PHI,YKW,2,10:11,2411,17,7,2,10,66,"Pass by Bigsby, C., complete to Swift, N. for 18 yds. Tackle by Emoji, E.."
72,17,4218,YKW,PHI,YKW,2,9:30,2370,17,7,1,10,48,"Pass by Bigsby, C. to Swift, N. is incomplete. Broken up by Emoji, E.."
73,17,4218,YKW,PHI,YKW,2,9:26,2366,17,7,2,10,48,"Pass by Bigsby, C. to Swift, N. falls incomplete."
74,17,4218,YKW,PHI,YKW,2,9:22,2362,17,7,3,10,48,"Pass by Bigsby, C. to Canton, J. was dropped! Incomplete."
75,17,4218,YKW,PHI,PHI,2,9:18,2358,17,7,4,10,48,"Punt by Bobby (R), K. of 48 yards. Touchback."
76,17,4218,YKW,PHI,PHI,2,9:13,2353,17,7,1,10,80,"Pass by Falconi, A. to von Matt, J. is incomplete. Broken up by Selich, A.."
77,17,4218,YKW,PHI,PHI,2,9:07,2347,17,7,2,10,80,"Pass by Falconi, A. to Brown, M. falls incomplete."
78,17,4218,YKW,PHI,PHI,2,9:02,2342,17,7,3,10,80,"Pass by Falconi, A., complete to Jones, V. for 14 yds. Tackle by Kroustis, G.."
79,17,4218,YKW,PHI,PHI,2,8:23,2303,17,7,1,10,66,"Rush by Brown, M. for a short gain. Tackle by Leaf Jr., R.."
80,17,4218,YKW,PHI,PHI,2,8:14,2294,17,7,2,10,66,"Pass by Falconi, A., complete to Hank, F. for 0 yds. Tackle by Brown, M.."
81,17,4218,YKW,PHI,PHI,2,7:43,2263,17,7,3,10,66,"Pass by Falconi, A. to Varga, N. falls incomplete."
82,17,4218,YKW,PHI,YKW,2,7:40,2260,17,7,4,10,66,"Punt by Castleberry, R. of 47 yards. No return."
83,17,4218,YKW,PHI,YKW,2,7:33,2253,17,7,1,10,81,"Pass by Bigsby, C. to Canton, J. falls incomplete."
84,17,4218,YKW,PHI,YKW,2,7:28,2248,17,7,2,10,81,"Pass by Bigsby, C. to Swift, N. is incomplete. Broken up by Emoji, E.."
85,17,4218,YKW,PHI,YKW,2,7:23,2243,17,7,3,10,81,"Pass by Bigsby, C. to Canton, J. is incomplete. Broken up by McMorris (R), J.."
86,17,4218,YKW,PHI,PHI,2,7:17,2237,17,7,4,10,81,"Punt by Bobby (R), K. of 54 yards."
87,17,4218,YKW,PHI,PHI,2,7:17,2237,17,7,,,,"Returned by Emoji, E. for -4 yards."
88,17,4218,YKW,PHI,PHI,2,7:03,2223,17,7,1,10,77,"Falconi, A. SACKED by Chad Maulolo - DE for -6 yds."
89,17,4218,YKW,PHI,PHI,2,6:35,2195,17,7,2,16,83,"Rush by Brown, M. for 10 yds. Tackle by Kroustis, G.."
90,17,4218,YKW,PHI,PHI,2,5:54,2154,17,7,3,6,73,"Pass by Falconi, A. to Varga, N. falls incomplete."
91,17,4218,YKW,PHI,YKW,2,5:48,2148,17,7,4,6,73,"Punt by Castleberry, R. of 46 yards. No return."
92,17,4218,YKW,PHI,YKW,2,5:40,2140,17,7,1,10,73,"Rush by Marshall, M. for 5 yds. Tackle by Stokeley, G.."
93,17,4218,YKW,PHI,YKW,2,5:11,2111,17,7,2,5,68,"Pass by Bigsby, C., complete to Canton, J. for 24 yds. Tackle by Emoji, E.."
94,17,4218,YKW,PHI,YKW,2,4:29,2069,17,7,1,10,44,"Pass by Bigsby, C., complete to Helanen, T. for 5 yds. Tackle by Bohne, D.."
95,17,4218,YKW,PHI,YKW,2,3:58,2038,17,7,2,5,39,"Rush by Marshall, M. for 0 yds. Tackle by D'Attoria V, R.."
96,17,4218,YKW,PHI,YKW,2,3:33,2013,17,7,3,5,39,"Pass by Bigsby, C. to Parker, J. is incomplete. Broken up by D'Attoria V, R.."
97,17,4218,YKW,PHI,PHI,2,3:29,2009,17,7,4,5,39,"Punt by Bobby (R), K. of 39 yards. Touchback."
98,17,4218,YKW,PHI,PHI,2,3:26,2006,17,7,1,10,80,"Rush by Brown, M. for 11 yds. Tackle by Kroustis, G.."
