,S,W,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,teamPoss,recTeam,down,distance,side,dist2goal,puntDist,puntEndLoc,surrenderIndex,surrenderRank,percentiles,NFLpercentiles,play,result
282202,2,8,85,4,5:58,YKW,6,21,PHI,YKW,PHI,4.0,2.0,YKW,69.0,57.0,12.0,9.5962629312,2638.0,88.30235549838088,92.59651945013162,"Punt by Booter, A. of 57 yards. No return.",No return
248092,25,9,6427,2,10:50,SAR,3,16,AZ,AZ,SAR,4.0,10.0,SAR,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Jay-Jaymison, J. of 34 yards. Touchback.",Touchback
302911,4,2,731,4,5:13,YKW,20,17,OCO,YKW,OCO,4.0,12.0,OCO,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Lombardi, J. of 34 yards. Touchback.",Touchback
242794,25,5,6402,2,14:00,SAR,3,14,YKW,YKW,SAR,4.0,18.0,SAR,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Kokot (R), B. of 34 yards. Touchback.",Touchback
279617,2,5,86,3,3:37,COL,14,11,PHI,COL,PHI,4.0,10.0,PHI,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Kicksit, B. of 34 yards. Touchback.",Touchback
56655,14,8,3233,1,7:36,OCO,7,0,YKW,OCO,YKW,4.0,14.0,YKW,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Anderson, A. of 34 yards. Touchback.",Touchback
286535,2,13,106,3,4:23,BAL,3,20,OCO,OCO,BAL,4.0,14.0,BAL,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Sims, A. of 34 yards. Touchback.",Touchback
320961,5,9,1406,4,2:49,OCO,29,10,COL,OCO,COL,4.0,22.0,COL,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Madlad, B. of 34 yards. Touchback.",Touchback
93652,17,3,4300,4,4:41,YKW,20,9,CHI,YKW,CHI,4.0,10.0,CHI,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Bobby (R), K. of 34 yards. Touchback.",Touchback
127923,19,7,4839,1,10:07,BAL,3,0,OCO,BAL,OCO,4.0,21.0,OCO,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Brand, F. of 34 yards. Touchback.",Touchback
184568,22,8,5403,2,2:20,HON,10,0,COL,HON,COL,4.0,12.0,COL,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Powers, V. of 34 yards. Touchback.",Touchback
240050,25,3,6389,3,13:44,CHI,17,10,BER,CHI,BER,4.0,10.0,BER,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Sidekick, S. of 34 yards. Touchback.",Touchback
74091,15,13,3408,3,6:56,NO,10,24,SJS,SJS,NO,4.0,14.0,NO,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Donaldson, N. of 34 yards. Touchback.",Touchback
135915,19,16,4877,2,7:34,OCO,0,10,YKW,YKW,OCO,4.0,10.0,OCO,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Donaldson, N. of 34 yards. Touchback.",Touchback
306327,4,6,747,2,3:22,SJS,16,3,PHI,SJS,PHI,4.0,16.0,PHI,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Blewitt, I. of 34 yards. Touchback.",Touchback
310217,4,11,765,4,3:26,COL,0,40,OCO,OCO,COL,4.0,21.0,COL,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Madlad, B. of 34 yards. Touchback.",Touchback
223410,24,8,6140,3,5:36,OCO,10,0,CHI,OCO,CHI,4.0,15.0,CHI,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Dasistwirklichseinnachname, A. of 34 yards. Touchback.",Touchback
249259,25,10,6432,4,6:35,SJS,27,24,HON,SJS,HON,4.0,16.0,HON,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by McDairmid (C), M. of 34 yards. Touchback.",Touchback
83626,16,8,3906,4,7:47,PHI,35,10,COL,PHI,COL,4.0,10.0,COL,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Frost, K. of 34 yards. Touchback.",Touchback
348830,7,11,1768,3,13:16,AZ,24,3,COL,AZ,COL,4.0,14.0,COL,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Jackson, D. of 34 yards. Touchback.",Touchback
163850,21,4,5170,4,14:11,BAL,24,20,CHI,BAL,CHI,4.0,10.0,CHI,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Fulture, K. of 34 yards. Touchback.",Touchback
296354,3,10,312,4,14:15,OCO,7,24,ARI,ARI,OCO,4.0,11.0,OCO,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Ronaldo, C. of 34 yards. Touchback.",Touchback
59427,14,11,3246,2,13:36,OCO,6,7,PHI,PHI,OCO,4.0,10.0,OCO,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Fulture, K. of 34 yards. Touchback.",Touchback
215264,24,1,6184,3,4:05,OCO,9,20,NO,NO,OCO,4.0,12.0,OCO,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Prohaska, H. of 34 yards. Touchback.",Touchback
284317,2,11,88,1,3:21,OCO,0,9,LV,LV,OCO,4.0,14.0,OCO,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Blewitt, I. of 34 yards. Touchback.",Touchback
72665,15,12,3401,4,5:31,AZ,6,27,NO,NO,AZ,4.0,14.0,AZ,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Crisco, A. of 34 yards. Touchback.",Touchback
365786,8,16,1937,3,6:37,NO,10,21,YKW,YKW,NO,4.0,10.0,NO,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Forfeit, N. of 34 yards. Touchback.",Touchback
91094,17,1,4288,4,7:21,CHI,24,20,PHI,CHI,PHI,4.0,16.0,PHI,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Fulture, K. of 34 yards. Touchback.",Touchback
30489,12,6,2900,3,10:37,AZ,7,24,NO,NO,AZ,4.0,10.0,AZ,34.0,14.0,20.0,9.590843050003544,2666.0,88.23803397950583,92.57823925124305,"Punt by Meoff, B. of 34 yards. Touchback.",Touchback
275719,26,10,6732,3,3:59,PHI,27,23,SAR,SAR,PHI,4.0,17.0,PHI,43.0,23.0,20.0,9.582364777891378,2667.0,88.1737124606308,92.55995905235449,"Punt by Small, J. of 43 yards. Touchback.",Touchback
210084,23,14,5678,4,11:24,HON,17,13,SJS,SJS,HON,4.0,1.0,SJS,77.0,57.0,20.0,9.559715584000003,2668.0,88.16927649381182,92.55264697279907,"Punt by McDairmid, M. of 76 yards. Touchback.",Touchback
348680,7,10,1767,4,9:04,YKW,20,27,OCO,YKW,OCO,4.0,3.0,YKW,74.0,50.0,24.0,9.540432691200001,2669.0,88.16484052699286,92.54167885346592,"Punt by Forfeit, N. of 50 yards. No return.",No return
218186,24,4,6162,3,1:01,BAL,10,10,COL,COL,BAL,4.0,3.0,BAL,48.0,45.0,3.0,9.505336529131387,2670.0,88.16040456017389,92.51974261479965,"Punt by Banana, S. of 45 yards. No return.",No return
217573,24,3,6171,4,11:28,AUS,19,25,OCO,AUS,OCO,4.0,1.0,AUS,81.0,45.0,36.0,9.500147712,2671.0,88.15596859335493,92.51974261479965,"Punt by Crisco, A. of 45 yards. No return.",No return
334074,6,9,1611,5,13:15,BAL,20,20,NO,BAL,NO,4.0,5.0,BAL,75.0,57.0,18.0,9.49595115,2672.0,88.15153262653595,92.51974261479965,"Punt by Turkleton, T. of 57 yards. No return.",No return
366067,9,1,2317,4,6:06,YKW,20,24,BAL,YKW,BAL,4.0,5.0,YKW,65.0,49.0,16.0,9.477154809599998,2673.0,88.14709665971698,92.51608657502193,"Punt by Forfeit, N. of 49 yards.",Returned
35653,12,12,2924,4,6:07,OCO,24,10,NO,NO,OCO,4.0,2.0,NO,71.0,35.0,36.0,9.462359368800003,2675.0,88.14044270948854,92.51608657502193,"Punt by Meoff, B. of 35 yards.",Returned
113905,18,8,4594,4,6:07,COL,9,27,PHI,COL,PHI,4.0,3.0,COL,73.0,62.0,11.0,9.462359368800003,2675.0,88.14044270948854,92.51608657502193,"Punt by Harris Jr, S. of 62 yards. No return.",No return
307282,4,7,751,4,6:08,OCO,10,19,ARI,OCO,ARI,4.0,3.0,OCO,73.0,48.0,25.0,9.4475845632,2677.0,88.13157077585059,92.51243053524422,"Punt by Madlad, B. of 48 yards. No return.",No return
156891,20,12,5026,4,6:08,AZ,24,9,COL,COL,AZ,4.0,2.0,COL,73.0,53.0,20.0,9.4475845632,2677.0,88.13157077585059,92.51243053524422,"Punt by Jackson (R), J. of 53 yards. No return.",No return
355644,8,3,1890,4,11:13,BAL,31,20,OCO,OCO,BAL,4.0,10.0,BAL,45.0,25.0,20.0,9.415579715334246,2678.0,88.12491682562215,92.48683825680024,"Punt by Madlad, B. of 45 yards. Touchback.",Touchback
328109,6,2,1584,4,8:33,YKW,23,9,COL,COL,YKW,4.0,1.0,COL,61.0,41.0,20.0,9.395240709,2679.0,88.12048085880318,92.4758701374671,"Punt by Leg, P. of 61 yards. Touchback.",Touchback
68628,15,7,3382,4,9:14,AZ,21,27,SJS,AZ,SJS,4.0,2.0,AZ,75.0,63.0,12.0,9.3901917952,2680.0,88.1160448919842,92.4758701374671,"Punt by Jackson, D. of 63 yards.",Returned
30111,12,6,2898,4,9:16,COL,35,30,PHI,PHI,COL,4.0,2.0,PHI,67.0,51.0,16.0,9.3604313088,2681.0,88.11160892516524,92.45758993857854,"Punt by Fulture, K. of 51 yards. No return.",No return
10527,10,13,2570,4,11:17,BAL,21,7,PHI,PHI,BAL,4.0,15.0,BAL,45.0,25.0,20.0,9.356767020341103,2682.0,88.10717295834627,92.45758993857854,"Punt by Meoff, B. of 45 yards. Touchback.",Touchback
104848,17,14,4354,2,11:06,CHI,3,13,BAL,CHI,BAL,4.0,1.0,BAL,49.0,29.0,20.0,9.337472856360009,2683.0,88.10273699152731,92.4466218192454,"Punt by Fulture, K. of 49 yards. Touchback.",Touchback
351105,7,13,1778,3,4:33,SJS,19,17,AZ,AZ,SJS,4.0,4.0,SJS,49.0,29.0,20.0,9.31126729854846,2684.0,88.09830102470833,92.43930973968997,"Punt by Jackson, D. of 49 yards. Touchback.",Touchback
119834,18,14,4623,3,2:50,COL,0,17,BAL,COL,BAL,4.0,16.0,BAL,42.0,40.0,2.0,9.294705447731506,2685.0,88.09386505788936,92.42468558057912,"Punt by Harris Jr, S. of 40 yards. No return.",No return
352335,7,15,1784,1,4:31,PHI,14,0,YKW,YKW,PHI,4.0,8.0,PHI,44.0,24.0,20.0,9.293848183175093,2690.0,88.08055715743247,92.4210295408014,"Punt by Forfeit, N. of 44 yards. Touchback.",Touchback
202713,23,8,5642,2,4:06,SAR,17,7,OCO,OCO,SAR,4.0,7.0,SAR,44.0,24.0,20.0,9.293848183175093,2690.0,88.08055715743247,92.4210295408014,"Punt by Dasistwirklichseinnachname, A. of 44 yards. Touchback.",Touchback
287351,2,14,77,2,0:08,LV,0,27,ARI,LV,ARI,4.0,9.0,ARI,44.0,39.0,5.0,9.293848183175093,2690.0,88.08055715743247,92.4210295408014,"Punt by Blewitt, I. of 39 yards.",Returned
17640,11,6,2693,2,8:28,NO,20,0,SJS,SJS,NO,4.0,8.0,NO,44.0,24.0,20.0,9.293848183175093,2690.0,88.08055715743247,92.4210295408014,"Punt by Corbett, K. of 44 yards. Touchback.",Touchback
134427,19,13,4870,1,4:28,BAL,0,10,NO,BAL,NO,4.0,8.0,NO,44.0,33.0,11.0,9.293848183175093,2690.0,88.08055715743247,92.4210295408014,"Punt by Brand, F. of 33 yards. No return.",No return
95833,17,5,4311,2,13:56,OCO,7,7,NO,OCO,NO,4.0,6.0,NO,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Dasistwirklichseinnachname, A. of 44 yards. Touchback.",Touchback
248969,25,9,6431,3,12:21,PHI,16,14,NY,PHI,NY,4.0,1.0,NY,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Fencik (R), J. of 43 yards. Touchback.",Touchback
206768,23,12,5662,2,0:27,BAL,7,10,YKW,YKW,BAL,4.0,1.0,BAL,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Smalls, D. of 43 yards. Touchback.",Touchback
355710,8,4,1891,1,7:53,NO,0,0,PHI,PHI,NO,4.0,4.0,NO,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Harris, S. of 44 yards. Touchback.",Touchback
251882,25,11,6445,1,4:23,YKW,0,0,BAL,YKW,BAL,4.0,6.0,BAL,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Kokot (R), B. of 44 yards. Touchback.",Touchback
18591,11,7,2697,4,7:57,COL,16,27,OCO,OCO,COL,4.0,1.0,COL,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by (R) Anderson, A. of 43 yards. Touchback.",Touchback
321705,5,10,1410,1,0:14,COL,7,14,SJS,SJS,COL,4.0,1.0,COL,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Blewitt, I. of 43 yards. Touchback.",Touchback
162694,21,3,5165,2,2:34,CHI,13,0,COL,CHI,COL,4.0,1.0,COL,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Espinosa, D. of 43 yards. Touchback.",Touchback
277416,2,2,120,1,11:10,COL,0,0,LV,LV,COL,4.0,6.0,COL,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Blewitt, I. of 44 yards. Touchback.",Touchback
257424,25,15,6470,1,6:41,NY,7,7,CHI,NY,CHI,4.0,4.0,CHI,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Smalls, D. of 44 yards. Touchback.",Touchback
179762,22,4,5380,2,10:02,SJS,7,7,OCO,SJS,OCO,4.0,4.0,OCO,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by McDairmid, M. of 44 yards. Touchback.",Touchback
373012,9,9,2350,1,12:57,YKW,0,0,AZ,YKW,AZ,4.0,4.0,AZ,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Forfeit, N. of 44 yards. Touchback.",Touchback
292242,3,5,294,1,11:18,ARI,0,0,OCO,ARI,OCO,4.0,4.0,OCO,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Ronaldo, C. of 44 yards. Touchback.",Touchback
72070,15,11,3399,1,6:37,COL,0,0,NO,COL,NO,4.0,5.0,NO,44.0,42.0,2.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Ramero, E. of 42 yards. No return.",No return
37456,12,14,2933,3,7:27,OCO,6,13,AZ,AZ,OCO,4.0,1.0,OCO,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Jackson, D. of 43 yards. Touchback.",Touchback
232900,24,15,6101,4,14:44,AUS,14,29,NO,NO,AUS,4.0,1.0,AUS,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Prohaska, H. of 43 yards. Touchback.",Touchback
203956,23,9,5648,3,11:57,YKW,7,10,AUS,AUS,YKW,4.0,1.0,YKW,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Crisco, A. of 43 yards. Touchback.",Touchback
54884,14,6,3225,1,12:25,NO,0,0,OCO,NO,OCO,4.0,6.0,OCO,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Meoff, B. of 44 yards. Touchback.",Touchback
13111,11,1,2672,4,0:13,AZ,20,27,COL,COL,AZ,4.0,1.0,AZ,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Leg, P. of 43 yards. Touchback.",Touchback
115144,18,9,4600,4,2:52,NO,10,17,AZ,AZ,NO,4.0,1.0,NO,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Clutch (R), C. of 43 yards. Touchback.",Touchback
18697,11,7,2698,2,7:24,YKW,7,7,PHI,YKW,PHI,4.0,6.0,PHI,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Forfeit, N. of 44 yards. Touchback.",Touchback
120701,18,15,4627,4,9:53,AZ,16,14,OCO,AZ,OCO,4.0,1.0,OCO,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Clutch (R), C. of 43 yards. Touchback.",Touchback
45797,13,10,3048,1,13:19,PHI,0,0,OCO,PHI,OCO,4.0,6.0,OCO,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Fulture, K. of 44 yards. Touchback.",Touchback
108311,18,3,4568,1,4:18,CHI,7,0,COL,CHI,COL,4.0,1.0,COL,43.0,23.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Fulture, K. of 43 yards. Touchback.",Touchback
306690,4,7,749,1,10:12,BAL,0,0,YKW,YKW,BAL,4.0,4.0,BAL,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Lombardi, J. of 44 yards. Touchback.",Touchback
114386,18,9,4597,1,1:59,PHI,3,3,BAL,PHI,BAL,4.0,6.0,BAL,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Frost (R), B. of 44 yards. Touchback.",Touchback
338522,6,14,1632,2,12:07,YKW,7,7,BAL,YKW,BAL,4.0,6.0,BAL,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Forfeit, N. of 44 yards. Touchback.",Touchback
117464,18,12,4612,1,12:32,NO,0,0,BAL,NO,BAL,4.0,4.0,BAL,44.0,24.0,20.0,9.293848183175092,2718.0,88.00736370491948,92.35887686458028,"Punt by Frost, A. of 44 yards. Touchback.",Touchback
125960,19,5,4829,4,6:20,OCO,30,21,AZ,AZ,OCO,4.0,3.0,AZ,75.0,44.0,31.0,9.2718912,2719.0,87.94304218604445,92.28941210880375,"Punt by Frost, A. of 44 yards.",Returned
98240,17,7,4322,5,13:33,AUS,17,17,SJS,AUS,SJS,4.0,4.0,AUS,62.0,42.0,20.0,9.2630053236,2720.0,87.93860621922548,92.28941210880375,"Punt by Crisco, A. of 61 yards. Touchback.",Touchback
330040,6,4,1593,3,0:33,COL,7,31,SJS,SJS,COL,4.0,7.0,COL,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Blewitt, I. of 38 yards. Touchback.",Touchback
141022,1,9,29,4,6:01,YKW,12,17,BAL,BAL,YKW,4.0,8.0,YKW,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Harris, S. of 38 yards. Touchback.",Touchback
86282,16,11,3919,3,2:51,YKW,17,26,PHI,PHI,YKW,4.0,9.0,YKW,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Frost, K. of 38 yards. Touchback.",Touchback
86108,16,10,3918,4,3:55,AUS,14,30,AZ,AZ,AUS,4.0,7.0,AUS,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Lawes, S. of 38 yards. Touchback.",Touchback
139659,1,7,8,1,6:39,COL,0,0,BAL,COL,BAL,4.0,21.0,BAL,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Darkapple, J. of 38 yards. Touchback.",Touchback
353471,8,1,1881,2,10:09,SJS,0,13,BAL,BAL,SJS,4.0,9.0,SJS,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Turkleton, T. of 38 yards. Touchback.",Touchback
311120,4,12,770,1,8:44,BAL,0,0,ARI,BAL,ARI,4.0,11.0,ARI,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Turkleton, T. of 38 yards. Touchback.",Touchback
160668,21,1,5156,1,10:32,AZ,0,0,CHI,CHI,AZ,4.0,12.0,AZ,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Espinosa, D. of 38 yards. Touchback.",Touchback
222195,24,7,6146,3,8:25,COL,6,21,AZ,AZ,COL,4.0,8.0,COL,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Jay-Jaymison, J. of 38 yards. Touchback.",Touchback
202823,23,8,5643,1,13:30,PHI,0,0,HON,PHI,HON,4.0,10.0,HON,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Louis, L. of 38 yards. Touchback.",Touchback
100782,17,10,4335,1,10:46,SJS,0,0,CHI,SJS,CHI,4.0,16.0,CHI,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Donaldson, N. of 38 yards. Touchback.",Touchback
146397,20,2,4977,2,7:31,AUS,7,7,YKW,AUS,YKW,4.0,10.0,YKW,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Crisco, A. of 38 yards. Touchback.",Touchback
123153,19,3,4816,1,0:12,SJS,7,7,PHI,SJS,PHI,4.0,14.0,PHI,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Bobby, K. of 38 yards. Touchback.",Touchback
7333,10,9,2556,1,11:49,OCO,0,0,NO,OCO,NO,4.0,12.0,NO,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Madlad, B. of 38 yards. Touchback.",Touchback
311962,4,13,774,1,8:52,YKW,0,0,PHI,YKW,PHI,4.0,13.0,PHI,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Lombardi, J. of 38 yards. Touchback.",Touchback
296817,3,10,315,1,3:33,COL,0,6,BAL,BAL,COL,4.0,9.0,COL,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Turkleton, T. of 38 yards. Touchback.",Touchback
55989,14,7,3230,1,11:49,BAL,0,0,PHI,BAL,PHI,4.0,12.0,PHI,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Frost, A. of 38 yards. Touchback.",Touchback
317222,5,4,1389,1,5:31,YKW,0,0,OCO,YKW,OCO,4.0,15.0,OCO,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Lombardi, J. of 38 yards. Touchback.",Touchback
75004,15,15,3413,1,8:16,PHI,3,0,BAL,PHI,BAL,4.0,7.0,BAL,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Fulture, K. of 38 yards. Touchback.",Touchback
202888,23,8,5643,2,2:56,PHI,3,0,HON,PHI,HON,4.0,8.0,HON,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Louis, L. of 38 yards. Touchback.",Touchback
288686,3,1,277,3,3:55,LV,10,7,COL,LV,COL,4.0,9.0,COL,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Walsh, B. of 38 yards. Touchback.",Touchback
73132,15,12,3404,1,10:41,PHI,0,0,COL,COL,PHI,4.0,12.0,PHI,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Ramero, E. of 38 yards. Touchback.",Touchback
140006,1,7,9,4,11:07,SJS,12,20,ARI,ARI,SJS,4.0,7.0,SJS,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Nugent, A. of 38 yards. Touchback.",Touchback
98741,17,8,4325,2,6:32,YKW,10,10,COL,YKW,COL,4.0,10.0,COL,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Bobby (R), K. of 38 yards. Touchback.",Touchback
356310,8,4,1893,4,0:00,COL,21,33,AZ,AZ,COL,4.0,9.0,COL,38.0,18.0,20.0,9.250427324463296,2745.0,87.8809386505789,92.19618309447206,"Punt by Jackson, D. of 38 yards. Touchback.",Touchback
182812,22,6,5394,4,6:24,PHI,23,13,AUS,AUS,PHI,4.0,2.0,AUS,72.0,52.0,20.0,9.2139823104,2746.0,87.8232710819323,92.08467388125183,"Punt by Crisco, A. of 72 yards. Touchback.",Touchback
229543,24,13,6109,4,6:25,BAL,23,26,CHI,BAL,CHI,4.0,6.0,BAL,65.0,33.0,32.0,9.1995561,2747.0,87.81883511511334,92.0773618016964,"Punt by PhastBawl (R), D. of 33 yards.",Returned
258293,25,15,6473,5,13:39,PHI,24,24,BER,BER,PHI,4.0,4.0,BER,73.0,60.0,13.0,9.186337009199999,2748.0,87.81439914829437,92.07004972214098,"Punt by Hunt, K. of 60 yards.",Returned
288085,2,15,183,4,6:50,OCO,13,17,ARI,OCO,ARI,4.0,13.0,ARI,49.0,29.0,20.0,9.17716463236926,2749.0,87.8099631814754,92.06639368236327,"Punt by Sims, A. of 49 yards. Touchback.",Touchback
322614,5,11,1414,3,0:10,COL,0,27,PHI,COL,PHI,4.0,8.0,PHI,47.0,27.0,20.0,9.169978612858715,2750.0,87.80552721465644,92.05542556303013,"Punt by Leg, P. of 47 yards. Touchback.",Touchback
49255,13,13,3063,4,8:50,NO,17,34,PHI,NO,PHI,4.0,1.0,NO,66.0,46.0,20.0,9.145149,2751.0,87.80109124783746,92.05176952325242,"Punt by Meoff, B. of 66 yards. Touchback.",Touchback
333368,6,8,1608,4,14:20,YKW,17,10,OCO,OCO,YKW,4.0,8.0,YKW,49.0,0.0,49.0,9.116281819353029,2752.0,87.7966552810185,92.03348932436386,"Punt by Madlad, B. is BLOCKED BY Carter, P.. No return.",No return
257350,25,15,6469,4,9:33,NO,20,17,AZ,AZ,NO,4.0,2.0,AZ,71.0,46.0,25.0,9.111309065600002,2753.0,87.79221931419953,92.03348932436386,"Punt by Jay-Jaymison, J. of 46 yards.",Returned
108408,18,3,4568,3,10:26,CHI,7,5,COL,COL,CHI,4.0,15.0,CHI,42.0,22.0,20.0,9.105629086496549,2754.0,87.78778334738057,92.02983328458613,"Punt by Harris Jr, S. of 42 yards. Touchback.",Touchback
314071,5,1,1374,3,0:45,COL,6,20,AZ,COL,AZ,4.0,5.0,AZ,49.0,29.0,20.0,9.10418380045896,2755.0,87.7833473805616,92.02983328458613,"Punt by Leg, P. of 49 yards. Touchback.",Touchback
